,src_sent,pred_sent,reference_naa,bleu_score
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""Então o rei disse o rei assim: — Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""O rei também disse o seguinte: “Bendito seja o SENHOR, Deus de Israel, que deu hoje quem se assente no meu trono, e permitiu que eu o visse com os meus próprios olhos.”""
",33.66126727007404
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Bezer, Naassom gerou tendas e Salma gerou Boaz;"" gerou mal.”""
","""Naassom gerou Salma, e Salma gerou Boaz;""
",33.50704079514751
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""A voz do SENHOR clama à cidade, à cidade e o sábio verá o seu nome: Ouvi a vara e a ordenou.""
","""A voz do SENHOR se dirige à cidade, e é verdadeira sabedoria temer o seu nome. “Escutem, ó tribo e todos os moradores!""
",21.45375216208413
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""Por isso, estou cheio de furor do SENHOR, estou cansado de o conter; derramá-lo-ei sobre os reuniões derramá-lo-ei sobre a reuniões dos jovens para juntos porque até o marido serão mortos e o velho, serão mortos e o velho, cheio de dias.""
","""Por isso, estou repleto da ira do SENHOR; estou cansado de guardá-la dentro de mim. “Derrame-a sobre as crianças pelas ruas e sobre os jovens nas suas reuniões. Porque até o marido e a mulher serão presos, e também os velhos e os que têm idade avançada.""
",13.776324665748179
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""Também a mulher que se chegar a algum animal, para ter ajuntamento de guerra com ele. Talvez com o animal; certamente serão mortos; serão mortos; serão mortos; o sangue é sobre eles.""
","""Se uma mulher se aproximar de algum animal e tiver relações com ele, matem tanto a mulher como o animal; o seu sangue cairá sobre eles.""
",12.053310055432334
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""E à mulher disse: — Em favor, darei muito a sua dor e a sua voz. A sua voz. O rei está para o seu marido, será para o seu marido, e ele lhes darei assim.""
","""E à mulher ele disse: — Aumentarei em muito os seus sofrimentos na gravidez; com dor você dará à luz filhos. O seu desejo será para o seu marido, e ele a governará.""
",26.406854579108852
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Então José disse a seus irmãos e à casa de seu pai: — Eu seja dar dar a Faraó, e lhe dirá: “Hoje irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""E José disse a seus irmãos e à casa de seu pai: — Partirei e darei a notícia a Faraó, dizendo: “Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram para junto de mim.""
",63.35179828758057
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""O carneiro fez chegar o carneiro do holocausto; ele e seus filhos puseram as mãos sobre a cabeça do carneiro.""
","""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro.""
",72.81051247089317
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Davi contou o povo que estava consigo consigo capitães de cem."" capitães de cem."" capitães de Quiriate-Sefer.""
","""Davi contou os soldados que tinha consigo e pôs sobre eles capitães de mil e capitães de cem.""
",22.656720908801994
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""Pois naquele dia, diz o dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o seu pescoço e quebrarei as suas obras e não mais mais mais a estranhos,""
","""— Naquele dia, diz o SENHOR dos Exércitos, eu quebrarei o jugo que está sobre o pescoço de vocês e despedaçarei as correias. E nunca mais estrangeiros irão escravizar este povo,""
",25.206912951978442
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Diante de mim temerão todos os rostos e são como a tisnadura da panela."" —""
","""Diante deles, os povos tremem; todos os rostos empalidecem.""
",7.406972893485568
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""— O credor credor cada dois do meio de cada metros e vinte e cinco metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros, e vinte metros,
","""Jesus continuou: — Certo credor tinha dois devedores: um lhe devia quinhentos denários, e o outro devia cinquenta.""
",0.3851688210774168
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""Todo o Israel, com os seus oficiais e os seus príncipes, estavam de uma e os seus príncipes, levitas, outra e que levavam a arca do SENHOR e que levavam a arca do SENHOR, assim levitas, estrangeiros estrangeiros como naturais; metade da aliança do monte Ebal; como outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, havia ordenado para abençoar o povo de Israel.""
","""Todo o Israel, tanto estrangeiros como naturais, com os seus anciãos, os seus chefes e os seus juízes estavam de um e de outro lado da arca, diante dos sacerdotes levitas que levavam a arca da aliança do SENHOR. Metade deles se postou em frente do monte Gerizim, e a outra metade, em frente do monte Ebal, como Moisés, servo do SENHOR, havia ordenado anteriormente, para que o povo de Israel fosse abençoado.""
",33.24648415845088
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Alguns de vocês dinheiro de suas mãos dobrado; e o dinheiro que estava na mão dos seus sacos e cinquenta sacos que pode levar a levar bem que eu fosse mau.""
","""Levem dinheiro em dobro. E devolvam o dinheiro restituído na boca dos sacos de cereal; é possível que tenha havido algum engano.""
",2.0904996083879817
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""Portanto, irmãos, mudarei a zelo, e não proibais falar línguas.""
","""Portanto, meus irmãos, procurem com zelo o dom de profetizar e não proíbam que se fale em línguas.""
",8.512732558767665
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""E de Sião se dirá: Moisés:""
","""E a respeito de Sião se dirá: “Este e aquele nasceram nela”; e o próprio Altíssimo a estabelecerá.""
",12.7309950664549
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""Antes de mim, ó àquele contra quem os filhos de Israel se rebelaram sábios.”""
","""Ó filhos de Israel, voltem-se para aquele contra quem vocês se rebelaram tão profundamente.""
",8.293052535578585
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""Sou pela verdade, em Éfeso até o Pentecostes;"" até o amanhecer; cultuais.""
","""Mas ficarei em Éfeso até o Pentecostes,""
",21.31456897111116
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""a fim de pensar foi mesmo o testemunho de Cristo Jesus.""
","""assim como o testemunho de Cristo tem sido confirmado em vocês,""
",19.67497981115564
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então Samuel disse ao cozinheiro: até agora vou dizer-lhes: — dei, a mulher que lhe disse: — Põe-na à parte de você.""
","""Então Samuel disse ao cozinheiro: — Traga aquela porção que eu lhe entreguei, aquela que eu lhe pedi para deixar reservada.""
",24.57777411084978
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""E eu disse: — É ai de mim, que vou dizer, porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; o rei, o rei, o SENHOR dos Exércitos!""
","""Então eu disse: — Ai de mim! Estou perdido! Porque sou homem de lábios impuros, e habito no meio de um povo de lábios impuros; e os meus olhos viram o Rei, o SENHOR dos Exércitos!""
",40.522208813641605
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""E disse aos anciãos: — Esperai-nos aqui, até que saia a vocês; e eis que Arão e Hur esculpidas para vocês; quem tiver achar a eles.""
","""Ele disse aos anciãos: — Esperem aqui até que voltemos para junto de vocês. Eis que Arão e Hur ficam com vocês; quem tiver alguma questão deve se dirigir a eles.""
",30.87369605442609
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Pois, se a lei chamou o que a palavra de Deus foi dirigida dirigida a Escritura que não pode ser contado.""
","""Se ele chamou deuses àqueles a quem foi dirigida a palavra de Deus — e a Escritura não pode falhar —,""
",16.217331037826323
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por isso, no dia de hoje, os dias, estou irado do sangue de divórcio.”""
","""Portanto, no dia de hoje testifico diante de vocês que estou limpo do sangue de todos,""
",25.16441111691874
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Muitos dos que ouviram a palavra creram, chegou a cinco homens de quase cinco mil.""
","""Porém muitos dos que ouviram a palavra creram, subindo o número desses homens a quase cinco mil.""
",47.475457984342434
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Na vista e não negou; confessou: Eu não sou o Cristo.""
","""Ele confessou e não negou; confessou: — Eu não sou o Cristo.""
",64.49131835432436
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então eu lhes disse: — Chegados vocês são para os região montanhosa dos amorreus, que o SENHOR, nosso Deus, nos será dado.""
","""Então eu lhes disse: “Vocês chegaram à região montanhosa dos amorreus, que o SENHOR, nosso Deus, nos dá.""
",59.966446961116375
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""A outra porção Malquias, Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos."" —,""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam o trecho seguinte e a Torre dos Fornos.""
",56.3466524918107
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""também você tem um pouco tirado de entre os homens do campo, e você será erva como os animais do campo, e você serão molhado pelo orvalho do céu, e você será molhado pelo orvalho do céu, até que você tenha sido molhado pelo orvalho que é domínio sobre o reino dos homens e o dá a quem quer.""
","""o senhor será expulso do meio das pessoas, e a sua morada será com os animais selvagens; o senhor comerá capim como os bois, e será molhado pelo orvalho do céu; e passarão sete tempos, até que o senhor, ó rei, reconheça que o Altíssimo tem domínio sobre os reinos do mundo e os dá a quem ele quer.""
",15.539081065860795
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Então Filipe pegou uma pedra aguda, e circuncidou o seu filho de seu filho, e o entregou aos pés de Jesus e disse: — Certamente me é um noivo sanguinário."" sanguinário."" sanguinário."" a ele.""
","""Então Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e com ele tocou os pés de Moisés. E lhe disse: — Sem dúvida, você é para mim um marido de sangue.""
",6.31030034864763
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""E tomou o Livro da aliança e o leu aos ouvidos do povo, e eles responderam: — Tudo o que o SENHOR está falado faremos para a luz faremos com você.""
","""Depois pegou o livro da aliança e o leu para o povo. E eles disseram: — Tudo o que o SENHOR falou nós faremos e obedeceremos.""
",30.10740331277007
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""— Ai de vocês, escribas e fariseus, hipócritas, porque limpais o exterior O exterior O exterior e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""— Ai de vocês, escribas e fariseus, hipócritas, porque vocês limpam o exterior do copo e do prato, mas estes, por dentro, estão cheios de roubo e de glutonaria!""
",45.02771778090516
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""São estas as nações que o SENHOR deixou ficar, para por elas deixou para por elas provar a todos os que não sabiam de todas as guerras de Canaã.""
","""São estas as nações que o SENHOR deixou ficar para, por meio delas, pôr Israel à prova, isto é, para provar todos os israelitas que não sabiam de todas as guerras de Canaã.""
",50.561457902903086
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""— Por que você se ferir o poder oferece-lhe também a outra; e o que o houver tirado a capa, nem a túnica recuses."" recuses."" nem a túnica recuses."" a túnica recuses."" a ele.""
","""Ao que lhe bate numa face, ofereça também a outra; e, ao que lhe tirar a capa, deixe que leve também a túnica.""
",12.237355828108319
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles terão uma oferta eu serei a sua herança, não lhes dareis, portanto, como propriedade a sua propriedade.""
","""— Os sacerdotes terão uma herança; eu sou a sua herança. Vocês não lhes darão nenhuma propriedade em Israel; eu sou a sua propriedade.""
",19.290741634629793
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""— Lembrem-se do que a sua palavra e temi; aviva, aviva, ó SENHOR, a sua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""SENHOR, tenho ouvido a tua fama, e me sinto alarmado. Aviva a tua obra, ó SENHOR, no decorrer dos anos, e, no decurso dos anos, faze-a conhecida. Na tua ira, lembra-te da misericórdia.""
",18.37285317924035
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Você é glória ao SENHOR, seu Deus, antes que venha a escuridão e nos montes tenebrosos; antes que tropecem e esperando a luz, antes em sombra de morte e reduza à escuridão.""
","""Deem glória ao SENHOR, seu Deus, antes que ele faça vir as trevas, antes que os pés de vocês tropecem nos montes tenebrosos e antes que, esperando vocês a luz, ele a mude em sombra de morte e a reduza à escuridão.""
",36.55321218190402
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""olhando o som de fato, autor e consumador da fé que lhe disse: “Grandes à nossa prostituição, que eu estava a afronta, e assentou-se à direita do trono de Deus.""
","""olhando firmemente para o Autor e Consumador da fé, Jesus, o qual, em troca da alegria que lhe estava proposta, suportou a cruz, sem se importar com a vergonha, e agora está sentado à direita do trono de Deus.""
",19.32443401518658
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas a vocês que os apartais do SENHOR, que os tirou do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,"" para o campo.""
","""“Mas quanto a vocês que se afastam do SENHOR, que se esquecem do meu santo monte, que preparam uma mesa para a deusa Fortuna e misturam vinho para o deus Destino,""
",33.79201027117233
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""E aquele que estava sentado a sua nuvem meteu a sua foice à terra e a terra foi segada."" ali.""
","""E aquele que estava sentado sobre a nuvem passou a sua foice sobre a terra e fez a colheita.""
",29.81792160679168
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""então você o farei descer com os que descem à cova ao povo antigo, e te deitarei no alto partes da terra antigos, os que descem à custa da cova, para que vocês não sejam eliminados.""
","""então farei você descer com os que descem à cova, ao povo antigo. Eu a farei habitar nas partes mais baixas da terra, em lugares desertos antigos, com os que descem à cova, para que você não seja mais habitada; e criarei coisas gloriosas na terra dos viventes.""
",23.563989740412815
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Lembrai-vos, porém, dos dias passados, em que, depois de vocês depois da parte iluminados, suportastes grande combate de aflições.""
","""Lembrem-se dos dias passados, quando, depois que foram iluminados, vocês sustentaram grande luta e sofrimentos.""
",14.132052098159443
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""— Faça também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas paredes para as suas riquezas e duas bases debaixo de outra tábua para as suas duas obras.""
","""Faça também quarenta bases de prata debaixo das vinte tábuas: duas bases debaixo de uma tábua para os seus dois encaixes e duas bases debaixo de outra tábua para os seus dois encaixes.""
",53.27418933181304
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Porque eis que você conceberás e tenha um filho sobre cuja cabeça não passará navalha; porque o menino será nazireu de Deus desde o ventre de Deus desde o ventre e ele começará a virar a livrar a Israel.""
","""Porque eis que você ficará grávida e dará à luz um filho sobre cuja cabeça não passará navalha. O menino será nazireu consagrado a Deus desde o ventre de sua mãe, e ele começará a livrar Israel do poder dos filisteus.""
",40.20489154368707
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""Peguei a comida naquele dia: Graças por causa ó SENHOR, porque é que ele se desviassem ó SENHOR, porque ele levantou contra mim a sua ira se apoderou e você.""
","""Naquele dia, você dirá: “Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolas.""
",11.11789548985491
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""— Por suor da suor do seu rosto comerão o seu pão até que você se desviassem o seu pão, porque dela o tomado, porque é pó e em pó o povo.""
","""No suor do seu rosto você comerá o seu pão, até que volte à terra, pois dela você foi formado; porque você é pó, e ao pó voltará.""
",17.574183276648768
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""também vocês, que, em outro tempo, não são povo, mas agora, vocês são povo de Deus; que vocês não são misericórdia, mas agora, alcançastes o meu misericórdia.""
","""Antes, vocês nem eram povo, mas agora são povo de Deus; antes, não tinham alcançado misericórdia, mas agora alcançaram misericórdia.""
",26.995126114817776
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Porém, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e purifique-os.""
","""Mas, se este não for o caso, que saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo! E que saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma Abimeleque.""
",21.162213917432744
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os famílias dos escribas que moravam em trombeta, foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe."" pai da casa de Recabe."" pai da casa de Recabe."" pai da casa de Recabe."" pai da casa de Israel.""
","""As famílias dos escribas que habitavam em Jabez foram os tiratitas, os simeatitas e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
",38.634995563653575
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""ao qual Deus ressuscitou, soltas as ânsias da morte, porque não era possível que fosse retido por ela.""
","""Porém Deus o ressuscitou, livrando-o da agonia da morte, porque não era possível que fosse retido por ela.""
",62.89898918404589
