,src_sent,pred_sent,reference_nvi,bleu_score
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Melhor é sabedoria do que as armas de guerra, mas um só pecador um pecador destrói muitos bens.""
","""A sabedoria é melhor do que as armas de guerra, mas um só pecador destrói muita coisa boa.""
",53.781668680099195
15,"""E o Anjo do SENHOR apareceu a esta mulher e disse-lhe: Eis que, agora, és estéril e nunca tens concebido; porém conceberás e terás um filho.""
","""O Anjo do SENHOR apareceu a esta mulher e lhe disse: “Venha a esta mulher e lhe disse: ouvir um filho.""
","""Certo dia o Anjo do SENHOR apareceu a ela e lhe disse: “Você é estéril, não tem filhos, mas engravidará e dará à luz um filho.""
",26.114241164143397
16,"""o cavalo de guerra, bem-cingido pelos lombos; o bode também; e o rei, a quem se não pode resistir.""
","""No cavalo do exército apareceu, o cavalo de guerra, o bode para quem não pode desarraigar o rei.""
","""o galo de andar altivo; o bode; e o rei à frente do seu exército.""
",3.5300311127496693
17,"""Estas são as famílias de Issacar, segundo os que foram deles contados, sessenta e quatro mil e trezentos.""
","""Esses foram os clãs de Judá; foram contados 76.500 homens.""
","""Esses foram os clãs de Issacar; foram contados 64.300 homens.""
",53.33505353503043
18,"""Por quê? Porque não foi pela fé, mas como que pelas obras da lei. Tropeçaram na pedra de tropeço,""
","""“Por testemunham contra Porque não foi pela fé, mas como que pelas obras da graça da graça de Moabe.""
","""Por que não? Porque não a buscava pela fé, mas como se fosse por obras. Eles tropeçaram na “pedra de tropeço”.""
",18.20463753697237
19,"""apesar de não haver violência nas minhas mãos e de ser pura a minha oração.""
","""Quem haver violência nas minhas mãos e minhas mãos e pura a minha oração.""
","""apesar de não haver violência em minhas mãos e de ser pura a minha oração.""
",37.570488258369004
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""O rei respondeu: “Bendito é o SENHOR, o Deus de Israel, que hoje tem sido dado a quem se assente no meu trono e os meus olhos o cegaram.""
","""e disse: ‘Bendito seja o SENHOR, o Deus de Israel, que permitiu que os meus olhos vissem hoje um sucessor em meu trono’ ”.""
",29.891255789493762
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Salma, fundador gerou Salma, e Salma gerou outros.""
","""Naassom gerou Salmom , Salmom gerou Boaz,""
",2.4316915840399718
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""O SENHOR do SENHOR clama à cidade e verá à cidade verá o seu nome: “Ouçam a vara e quem o tinha ordenado”.""
","""A voz do SENHOR está clamando à cidade; é sensato temer o seu nome! “Ouçam, tribo de Judá e assembleia da cidade!""
",5.598906795635238
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""Por isso estou fazendo a ira do SENHOR estou cansado da ira de o conter; derramá-lo-ei sobre os filhos dos jovens e nas ruas dos jovens e até o marido com a mulher serão cheio de dias.""
","""Mas a ira do SENHOR dentro de mim transborda, já não posso retê-la. “Derrama-a sobre as crianças na rua e sobre os jovens reunidos em grupos; pois eles também serão pegos com os maridos e as mulheres, os velhos e os de idade bem avançada.""
",6.993123301198184
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""A mulher que tiver feito um outro vinho que se contaminou para a sua mulher como um animal escolhido cairão sobre eles.""
","""“Se uma mulher se aproximar de algum animal para ajuntar-se com ele, vocês matarão a mulher e o animal. Ambos terão que ser executados, pois merecem a morte.""
",1.6713928681990142
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""A mulher respondeu: destruído.""
","""À mulher, ele declarou: “Multiplicarei grandemente o seu sofrimento na gravidez; com sofrimento você dará à luz filhos. Seu desejo será para o seu marido, e ele a dominará”.""
",0.19683289666164563
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Então José disse a seus irmãos e à casa de seu pai: Por isso lhe lhe levantará e a casa de meu pai, que estavam na terra de Canaã, na terra de Canaã, vieram a mim.""
","""Então José disse aos seus irmãos e a toda a família de seu pai: “Vou partir e informar ao faraó que os meus irmãos e toda a família de meu pai, que viviam em Canaã, vieram para cá.""
",25.79885032083723
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Para o carneiro com o carneiro com Arão e seus filhos puseram as mãos sobre a cabeça do carneiro.""
","""Mandou trazer então o carneiro para o holocausto, e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro.""
",57.5658935350516
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Davi contou o povo que tinha consigo e pôs a eles a família de Jesus.""
","""Davi passou em revista o exército e nomeou comandantes de batalhões de mil e de cem.""
",3.5149679600531942
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""Naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o seu pescoço e quebrarei as suas acusações e quebrarei as suas estranhos,"" e não se retirar as nações.""
","""“Naquele dia”, declara o SENHOR dos Exércitos, “quebrarei o jugo que está sobre o pescoço deles e arrebentarei as suas correntes; não mais serão escravizados pelos estrangeiros.""
",13.461011953642782
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Venham temerão os pecados temerão todos os rostos de panela.""
","""Diante deles povos se contorcem angustiados; todos os rostos ficam pálidos de medo.""
",7.7320816493579665
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""O homem havia sido vencido, mas, quando um homem ferido um guerreiro”.""
","""“Dois homens deviam a certo credor. Um lhe devia quinhentos denários e o outro, cinquenta.""
",2.424810173320478
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""Assim todo o Israel com os seus líderes e seus líderes e seus líderes e seus juízes que levavam a arca do templo do SENHOR, o seu Gerizim e metade da arca do templo do SENHOR, tinha ordenado em frente do monte Gerizim e a metade do SENHOR, tinha ordenado para abençoar primeiro o povo de Israel.""
","""Todo o Israel, estrangeiros e naturais da terra, com os seus líderes, os seus oficiais e os seus juízes, estavam em pé dos dois lados da arca da aliança do SENHOR, diante dos sacerdotes levitas, que a carregavam. Metade do povo estava em pé, defronte do monte Gerizim, e metade defronte do monte Ebal. Tudo conforme Moisés, servo do SENHOR, tinha ordenado anteriormente, para que o povo de Israel fosse abençoado.""
",14.289932430895721
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Assim será depressa em seus rebanhos, e a prata que tornou uma prata para a boca de vocês. Por isso não receberá um só que ser erro.""
","""Levem prata em dobro, e devolvam a prata que foi colocada de volta na boca da bagagem de vocês. Talvez isso tenha acontecido por engano.""
",6.757878745244754
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""Irmãos, peço que o propósito de enganar; quando o castigarei e não proibais falar alguma.""
","""Portanto, meus irmãos, busquem com dedicação o profetizar e não proíbam o falar em línguas.""
",3.5272957127005946
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""E de Sião dirá: “Este e aquele de nasceram para a estabelecerá."" e o seu Altíssimo está próximo”.""
","""De fato, acerca de Sião se dirá: “Todos estes nasceram em Sião, e o próprio Altíssimo a estabelecerá”.""
",3.7039494077591737
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""Deixaste livre contra quem sou contra os israelitas se rebelaram tão encontra.""
","""Voltem para aquele contra quem vocês se revoltaram tão tremendamente, ó israelitas!""
",3.576725172906463
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""a coruja-branca E eles continuaram ao chão.""
","""Mas permanecerei em Éfeso até o Pentecoste,""
",2.509862124397896
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""Isso aconteceu como o testemunho dos seres celestiais ,""
","""porque o testemunho de Cristo foi confirmado entre vocês,""
",5.442988140675566
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então, Samuel disse ao correu para cá cá a porção de que você lhe disse: “Venha aqui para a fortaleza.""
","""E disse ao cozinheiro: “Traga-me a porção de carne que entreguei a você e mandei reservar”.""
",6.305722688509005
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Por isso, eu lhe disse: “Filho de mim, pois eu sou um homem de lábios e habito entre os meus olhos e habito entre os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Então gritei: Ai de mim! Estou perdido! Pois sou um homem de lábios impuros e vivo no meio de um povo de lábios impuros; os meus olhos viram o Rei, o SENHOR dos Exércitos!""
",32.265142813722846
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""E disse aos anciãos disse aos outros: “Saia e Arão e Arão disse ficam ficam ficam ficam ficam ficam se chegará a eles.""
","""Disse ele às autoridades de Israel: “Esperem-nos aqui, até que retornemos. Arão e Hur ficarão com vocês; quem tiver alguma questão para resolver, poderá procurá-los”.""
",1.8499642506033933
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Se a Lei deu deuses deuses para quem a palavra de Deus foi dirigida a Escritura não pode ser contado.""
","""Se ele chamou ‘deuses’ àqueles a quem veio a palavra de Deus (e a Escritura não pode ser anulada),""
",28.54926947122164
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por isso no dia de tudo o que tenho discernimento.""
","""Portanto, eu declaro hoje que estou inocente do sangue de todos.""
",3.5424085264280967
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Os que ouviram a palavra dos que ouviram as seguintes filhos: cinco mil.""
","""Mas muitos dos que tinham ouvido a mensagem creram, chegando o número dos homens que creram a perto de cinco mil.""
",11.7696134786338
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Eles não acabou de dizer confessou: confessou: não sou o Cristo.""
","""Ele confessou e não negou; declarou abertamente: “Não sou o Cristo ”.""
",8.329652400161237
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Ela lhes disse: “Estas são os montes dos amorreus, que o SENHOR, o nosso Deus, está dando a vocês.""
","""Então eu disse a vocês: Vocês chegaram à terra dos amorreus, a qual o SENHOR, o nosso Deus, nos dá.""
",31.423047236009843
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""A parte de porção porção filho de Harim, reparou de Paate-Moabe, para a parte dos Fornos."" com a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos Fornos."" para a porta dos
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam outro trecho e a torre dos Fornos.""
",4.191155981824955
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""“Regozijem-se entre os homens e a sua própria pastagem será comer com os animais do campo. Os outros animais selvagens e o molhado com o orvalho do céu; pois o orvalho do céu; pois o Altíssimo o Altíssimo o Altíssimo o Altíssimo o Altíssimo o Altíssimo o Altíssimo o Altíssimo o Altíssimo será feito.""
","""Tu serás expulso do meio dos homens e viverás com os animais selvagens; comerás capim como os bois e te molharás com o orvalho do céu. Passarão sete tempos até que admitas que o Altíssimo domina sobre os reinos dos homens e os dá a quem quer.""
",11.073926562659992
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Depois pegou uma pedra afiada, na parte do lugar de seu filho e o lançou a seus pés e disse: “O noivo me disse: “Entregarão”.""
","""Mas Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e tocou os pés de Moisés. E disse: “Você é para mim um marido de sangue!”""
",19.73683748285218
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""Então o Livro da aliança e o leu aos ouvidos do povo, e eles disseram: disseram: “É o que o SENHOR está próximo”.""
","""Em seguida, leu o Livro da Aliança para o povo, e eles disseram: “Faremos fielmente tudo o que o SENHOR ordenou”.""
",31.403822939177477
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""Ai de vocês, mestres da lei e fariseus, hipócritas, pois o exterior é prato, mas o interior da prato, mas os ímpios são cheio de compaixão.""
","""“Ai de vocês, mestres da lei e fariseus, hipócritas! Vocês limpam o exterior do copo e do prato, mas por dentro eles estão cheios de ganância e cobiça.""
",33.38949697474585
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""Essa é as nações que o SENHOR deixou a fim de todos os israelitas não sabiam de todas as montanhas de Canaã.""
","""São estas as nações que o SENHOR deixou para pôr à prova todos os israelitas que não tinham visto nenhuma das guerras em Canaã""
",24.8791730994734
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""A despeito disso você se estenderá numa face, e a outra; o seu cinturão.""
","""Se alguém bater em você numa face, ofereça-lhe também a outra. Se alguém tirar de você a capa, não o impeça de tirar a túnica.""
",4.306009598592037
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles terão um acordo com a sua herança, que vocês têm uma herança em Israel. Eu sou a sua propriedade.""
","""“Eu serei a única herança dada aos sacerdotes. Vocês não lhes darão propriedade alguma em Israel; eu serei a sua herança.""
",6.058471765342646
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Ó SENHOR, a tua palavra e temi; aviva, ó SENHOR, ó SENHOR, o SENHOR a leva à ira dos anos na ira dos anos da outra.""
","""SENHOR, ouvi falar da tua fama; tremo diante dos teus atos, SENHOR. Realiza de novo, em nossa época, as mesmas obras, faze-as conhecidas em nosso tempo; em tua ira, lembra-te da misericórdia.""
",1.668897654975096
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Tu venha ao SENHOR, o seu Deus, antes que venha a trevas e tropecem que tropecem nos montes tenebrosos; antes de rubros à sombra e a destruição,""
","""Deem glória ao SENHOR, ao seu Deus, antes que ele traga trevas, antes que os pés de vocês tropecem nas colinas ao escurecer. Vocês esperam a luz, mas ele fará dela uma escuridão profunda; sim, ele a transformará em densas trevas.""
",10.117520515081981
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""Perdoa-nos para Jesus, autor da fé, e consumador pelo fé; desprezando Ele estava pelo conhecimento e assentou-se à mão e assentou-se à mão de Deus.""
","""tendo os olhos fitos em Jesus, autor e consumador da nossa fé. Ele, pela alegria que lhe fora proposta, suportou a cruz, desprezando a vergonha, e assentou-se à direita do trono de Deus.""
",12.002715535611173
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas vocês que os apartais que o SENHOR, o que se alegra do meu santo monte, que preparais uma mesa para a Fortuna e que se torçam.""
","""“Mas vocês, que abandonam o SENHOR e esquecem o meu santo monte, que põem a mesa para a deusa Sorte e enchem taças de vinho para o deus Destino,""
",17.120171102226035
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""A nuvem estava sentado sobre a nuvem toda a foice à terra, e a terra foi segada."" por ele.""
","""Assim, aquele que estava assentado sobre a nuvem passou sua foice pela terra, e a terra foi ceifada.""
",27.274191069381917
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""Muito com os que descem com os que descem à cova dos homens da cova, e te deitarei da terra que te descem da terra e da terra descem da terra e estabelecerei a terra na terra dos viventes.""
","""então farei você descer com os que descem à cova, para fazer companhia aos antigos. Eu a farei habitar embaixo da terra, como em ruínas antigas, com aqueles que descem à cova, e você não voltará e não retomará o seu lugar na terra dos viventes.""
",21.43252904657225
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""nos dias passados, dos dias passados, depois de vocês iluminados, suportastes suportastes grande combate de aflições."" para aflições."" durante grande combate de aflições."" ”.""
","""Lembrem-se dos primeiros dias, depois que vocês foram iluminados, quando suportaram muita luta e muito sofrimento.""
",2.146295243791772
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""Faça quarenta bases de prata debaixo de prata debaixo de vinte e duas jumentos.""
","""e quarenta bases de prata debaixo delas: duas bases para cada armação, uma debaixo de cada encaixe.""
",21.975573404796936
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Por isso, tu e você conceberás um filho sobre cuja cabeça não passará navalha; por navalha; pois o menino será nazireu e nazireu e nazireu e ele começará a ordem, a Israel da sua filisteus.""
","""e não se passará navalha na cabeça do filho que você vai ter, porque o menino será nazireu, consagrado a Deus desde o nascimento; ele iniciará a libertação de Israel das mãos dos filisteus”.""
",9.40297729239083
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""Apesar disso, naquele dia, eu estava naquele dia, eu o digo a você ó SENHOR, a tua ira fugiu sobre mim.""
","""Naquele dia, você dirá: “Eu te louvarei, SENHOR! Pois estavas irado contra mim, mas a tua ira desviou-se, e tu me consolaste.""
",5.219833701898407
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""No suor é o suor a sua boca comerão o seu pão até que você o tomado, pois você o tomado, pois você será pó em pó a pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de pó eu em pó de
","""Com o suor do seu rosto você comerá o seu pão, até que volte à terra, visto que dela foi tirado; porque você é pó, e ao pó voltará”.""
",1.5420488082615291
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""Vocês estão convencido de outro tempo, não se tornaram povo, mas vocês são os povo de Deus. Mas agora, vocês estão fazendo o meu rosto.""
","""Antes vocês nem sequer eram povo, mas agora são povo de Deus; não haviam recebido misericórdia, mas agora a receberam.""
",6.346353770787779
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas, por isso saia saia fogo fogo de Siquém e matou os cidadãos de Siquém e do lado de Siquém e Arão.""
","""Entretanto, se não foi assim, que saia fogo de Abimeleque e consuma os cidadãos de Siquém e de Bete-Milo, e que saia fogo dos cidadãos de Siquém e de Bete-Milo, e consuma Abimeleque!”""
",13.179216927671161
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os chefes dos mestres da lei que viviam em seguida, foram em Jabez foram os sucatitas; e os sucatitas; que viviam de Hamate, o povo de Recabe."" pai de luto.""
","""e os clãs dos escribas que viviam em Jabez: os tiratitas, os simeatitas e os sucatitas. Esses foram os queneus, descendentes de Hamate, antepassado da família de Recabe.""
",15.552757086208569
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""ao qual Deus ressuscitou, conosco, as angústias da morte, pois não era possível por ela.""
","""Mas Deus o ressuscitou dos mortos, rompendo os laços da morte, porque era impossível que a morte o retivesse.""
",5.860293884165964
70,"""Então, foram Moisés e Arão e ajuntaram todos os anciãos dos filhos de Israel.""
","""Então Moisés e Arão e reuniram todas as autoridades de Israel.""
","""Assim Moisés e Arão foram e reuniram todas as autoridades dos israelitas,""
",35.00482776497398
71,"""E Jacó beijou a Raquel, e levantou a sua voz, e chorou.""
","""Então Jacó beijou a Raquel. a sua voz passou a ele.""
","""Depois Jacó beijou Raquel e começou a chorar bem alto.""
",4.5466972369917125
72,"""o qual é o penhor da nossa herança, para redenção da possessão de Deus, para louvor da sua glória.""
","""Ele é a nossa herança, para a nossa herança, para que a propriedade de Deus, o justo.""
","""que é a garantia da nossa herança até a redenção daqueles que pertencem a Deus, para o louvor da sua glória.""
",3.9053487314122473
73,"""Tudo isto nos sobreveio; todavia, não nos esquecemos de ti, nem nos houvemos falsamente contra o teu concerto.""
","""Tudo isso nos babilônios embora nos enviados à vista de vocês; falsamente contra o seu povo.""
","""Tudo isso aconteceu conosco, sem que nos tivéssemos esquecido de ti nem tivéssemos traído a tua aliança.""
",6.20103016257134
