,src_sent,pred_sent,reference_nlth,bleu_score
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""O povo de Israel e os seus oficiais e os seus chefes e os seus sacerdotes e os seus chefes foram escritos na arca da aliança, e os seus chefes de todas as ofertas de alimento que haviam feito com a arca da aliança, que ficava em frente da arca da aliança que ficava no lugar de Israel.""
","""E todos os israelitas, com os seus líderes, autoridades e juízes e também todos os estrangeiros que viviam no meio deles ficaram de um lado e de outro da arca da aliança. E outros ficaram de frente para os sacerdotes levitas que carregavam a arca. Metade do povo ficou em frente do monte Gerizim, e a outra metade, em frente do monte Ebal. Moisés, servo do SENHOR, tinha dado ordem para o povo se colocar nessa posição na hora de receber a bênção.""
",4.690953489780955
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Todas as sacos de sacos os seus sacos se não, o dinheiro que vai fazer com que você seja jovem. Você será responsável por toda a cabeça de vocês.""
","""Levem também o dinheiro em dobro, pois vocês precisam devolver a quantia que foi encontrada na boca dos sacos de mantimentos que vocês trouxeram. Deve ter havido algum engano.""
",2.4329882945737236
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""No mesmo tempo, ele terminou, dizendo: — Quando não falar mal e não proibais falar mesmo.""
","""Assim, meus irmãos, procurem sempre anunciar a mensagem de Deus, mas não proíbam que se fale em línguas estranhas.""
",2.109645311376129
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""— Quando o povo de Judá vai fazer com que as mulheres nasceram de acordo com o mesmo que ele mandou.""
","""A respeito de Jerusalém as pessoas dirão que todos os povos são dali e que o Deus Altíssimo a tornará uma cidade forte.""
",2.177389010195758
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""O SENHOR Deus diz: — O povo de Israel não tem nenhum valor?""
","""Povo de Israel, vocês se afastaram para longe de Deus; mas agora arrependam-se e voltem para ele.""
",2.279354004104797
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""Antes de escuridão em Éfeso um Pentecostes;"" em forma de tristeza.""
","""Resolvi ficar aqui em Éfeso até o dia de Pentecostes.""
",4.2311785416105785
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""Foi pela mensagem de Cristo foi mesmo que a respeito de Cristo Jesus, o segredo de Jesus.""
","""A mensagem a respeito de Cristo está tão firme em vocês,""
",13.520459769143477
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então Samuel disse: — O homem que vai fazer com que o senhor faça com que o senhor faça com que o senhor fique doente.""
","""E Samuel disse ao cozinheiro: — Traga aquele pedaço de carne que eu lhe entreguei e pedi para deixar reservado.""
",2.5472966537158057
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Não eu amo um homem que eu vou fazer? Eu sou um homem que eu sou um homem que eu continuo no meio de um povo que eu amo o seu povo quando eu amo o seu povo.""
","""Então eu disse: — Ai de mim! Estou perdido! Pois os meus lábios são impuros, e moro no meio de um povo que também tem lábios impuros. E com os meus próprios olhos vi o Rei, o SENHOR Todo-Poderoso!""
",11.09178949882148
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""O homem disse a eles: — Os homens de Arão e os soldados de Arão e os pés que chegará perto de eles.""
","""Então Moisés disse aos líderes: — Esperem aqui até nós voltarmos. Arão e Hur ficarão com vocês. Quem tiver alguma questão para resolver deverá falar com eles.""
",4.329558874738809
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Pois se a lei chamou a lei de Deus, o Deus chamou a palavra de Deus quem pode ser colocado.""
","""Sabemos que as Escrituras Sagradas sempre dizem a verdade, e sabemos que, de fato, Deus chamou de deuses aqueles que receberam a sua mensagem.""
",2.31760070934065
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por isso, eu, o dia de vocês estou fazendo com que estou com o sangue que estou com o sangue de cada um.""
","""Por isso, com toda a certeza eu afirmo hoje que, se algum de vocês se perder, eu não sou o responsável.""
",13.348189438082965
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Muitos dias depois, ouviram a mensagem e chegou o número desses homens a fim de chamar cinco mil pessoas.""
","""Porém muitas pessoas que ouviram a mensagem creram, e os homens que creram foram mais ou menos cinco mil.""
",6.893826633458066
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""E assim não negou; confessou: e não sou o Cristo.""
","""afirmou claramente: — Eu não sou o Messias.""
",8.947853200770759
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então eu lhes disse: — A montanhas dos amorreus, que o SENHOR, nosso Deus, está escrito que o SENHOR, nosso Deus.""
","""Ali eu disse a vocês: “Agora estamos na região montanhosa dos amorreus, a terra que o nosso Deus nos está dando.""
",5.91972080937367
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""Salum, filho de Hassube, Hassube, Hassube, Hassube, filho de Hassube, filho de Fornos."" e também também a Torre de Fornos."" .""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, construíram o trecho seguinte e a Torre dos Fornos;""
",12.876689524369926
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""Por isso, a sua casa será sete homens, e a sua casa será sete bois, e a sua casa será sete bois, e sete bois, até o orvalho e sete bois, e sete bois, até o orvalho e sete bois, até que o seu poder Altíssimo não quer.""
","""O senhor será expulso do meio dos seres humanos e ficará morando com os animais selvagens. O senhor comerá capim como os bois, dormirá ao ar livre e ficará molhado pelo sereno. Isso durará sete anos, até que o senhor reconheça que o Deus Altíssimo domina todos os reinos do mundo e coloca como rei o homem que ele quer.""
",6.444112938707688
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Então ele ficou com uma pedra que estava circuncidou o seu filho mais velho e disse: — Você é um filho, que és um filho, que és um homem.""
","""Aí Zípora, a sua mulher, pegou uma pedra afiada, cortou o prepúcio do seu filho e com ele tocou o pé de Moisés. E disse: — Você é um marido de sangue para mim.""
",15.980655604383303
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""O Livro da aliança aconteceu com o Livro da aliança e eles disseram: — Tudo o que o SENHOR Deus está Tudo o que o SENHOR vai fazer.""
","""Depois pegou o livro da aliança, onde estavam escritos os mandamentos do SENHOR, e o leu em voz alta para o povo. Eles disseram: — Nós obedeceremos a Deus, o SENHOR, e faremos tudo o que ele mandar.""
",3.7219682945281605
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""— Ai de vocês, mestres da Lei e fariseus, hipócritas! Pois o outro lado do copo do copo do prato, do lado leste de está cheio de medo.""
","""— Ai de vocês, mestres da Lei e fariseus, hipócritas! Pois vocês lavam o copo e o prato por fora, mas por dentro estes estão cheios de coisas que vocês conseguiram pela violência e pela ganância.""
",35.79642078196964
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""Os povos que o SENHOR Deus fez com que o SENHOR Deus fez com que o povo de Israel sabiam todos os guerras a Canaã.""
","""O SENHOR Deus deixou alguns povos na terra para pôr à prova os israelitas que não haviam tomado parte nas guerras de Canaã.""
",5.090608483649872
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""Mas a capa, ferir numa túnica a capa, também a capa, também houver a túnica a capa, nem a túnica de capa, será morta.""
","""Se alguém lhe der um tapa na cara, vire o outro lado para ele bater também. Se alguém tomar a sua capa, deixe que leve a túnica também.""
",2.336024259855835
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Deus fez o seu povo, e serei o seu povo, e o seu povo vai fazer com que o povo de Israel sou a sua propriedade.""
","""— Os sacerdotes terão uma herança: eu sou a sua herança. Eles não terão propriedades em Israel: eu sou a sua propriedade.""
",15.878174295086986
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Ó SENHOR Deus, o SENHOR Deus, o SENHOR Deus, tu mostraste o meio dos anos dos anos no meio dos anos a fim de que eles pudessem ser adorado.""
","""Ó SENHOR, ouvi falar do que tens feito e estou cheio de temor. Faze agora, em nosso tempo, as coisas maravilhosas que fizeste no passado, para que nós também as vejamos. Mesmo que estejas irado, tem compaixão de nós!""
",2.4382888772704536
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Deem a Deus, o SENHOR, o Deus do seu Deus, e por isso antes de todos os montes de escuridão antes de escuridão antes de ti, ó SENHOR, esperando que está dando a sério o que está dando a vocês.""
","""Confessem os seus pecados ao SENHOR, seu Deus, antes que ele faça vir a escuridão, e, no escuro, vocês tropecem nas montanhas. Vocês esperam a luz, mas ele a mudará em sombras escuras, ele a transformará em profunda escuridão.""
",3.7142776168797385
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""Quanto a respeito do seu povo foi salvo. E consumador para Jesus, e por isso o SENHOR Deus fez com que o rei de Deus.""
","""Conservemos os nossos olhos fixos em Jesus, pois é por meio dele que a nossa fé começa, e é ele quem a aperfeiçoa. Ele não deixou que a cruz fizesse com que ele desistisse. Pelo contrário, por causa da alegria que lhe foi prometida, ele não se importou com a humilhação de morrer na cruz e agora está sentado do lado direito do trono de Deus.""
",2.8698958839771245
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas vocês sabem do SENHOR, do SENHOR, nosso Deus, e nós éramos do meu santo santo que preparais para a mesa e que misturais vinho para o Destino,"" e que misturais vinho para o céu.""
","""“Mas alguns de vocês se afastam de mim; desprezam o meu monte santo e fazem ofertas de comida e de vinho a Gade e a Meni, os deuses da sorte e do destino.""
",1.4744892493460016
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""Um que estava sentado sobre a sua foice e a sua terra, e a sua terra foi morto.""
","""Depois o que estava sentado na nuvem passou a foice sobre a terra e fez a colheita.""
",7.37724901138686
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""então que farei com que farei com que farei com que farei com que farei com que farei com que farei com que a sua riqueza e os seus órgãos sexuais sequem.” Então estabelecerei estabelecerei estabelecerei estabelecerei estabelecerei com a glória dos outros?""
","""Eu a jogarei no mundo dos mortos, onde você estará com gente que morreu há muito tempo. E a abandonarei nesse mundo que fica debaixo da terra, nesse país de ruínas antigas, e você ficará junto com os mortos. Em você, Tiro, nunca mais morará ninguém, e você não voltará a ocupar o seu lugar no mundo dos vivos.""
",0.4502112196399064
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Mas Jesus terminou, dizendo: — O que é que vai acontecer depois de aflições.""
","""Lembrem do que aconteceu no passado. Naqueles dias, depois que a luz de Deus os iluminou, vocês sofreram muitas coisas, mas não foram vencidos na luta.""
",1.4575292662608461
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""— Faça quarenta bases de vinte de vinte tábuas; duas bases de vinte debaixo das duas pontas das duas pontas das duas bases e duas barras de prata e duas bases de duas metros.""
","""e ponha debaixo dessas vinte armações quarenta bases de prata, duas debaixo de cada armação, para firmarem os seus dois encaixes.""
",4.057152599472994
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Isso aconteceu com um filho e terás um filho sobre o filho sobre o menino de nazireu desde o menino desde o menino desde o menino desde o menino desde o menino desde o seu próprio povo.""
","""porque você ficará grávida e dará à luz um filho. Não corte nunca o cabelo dele, pois ele será consagrado a Deus como nazireu desde o dia do seu nascimento. Ele vai começar a livrar o povo de Israel do poder dos filisteus.""
",3.191929338463894
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""E o SENHOR Deus castigará naquele lugar, ó SENHOR Deus, se revoltou contra mim, se retirou, se revoltou contra mim, e tu me retirou, tirou de mim.""
","""Naquele dia, todos cantarão assim: “Eu te louvo, ó SENHOR! Tu estavas irado comigo, mas a tua ira já passou, e agora tu me consolas.""
",4.53886182728916
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""No suor é como o suor é como uma oferta de alimento que cresce em volta do seu coração. É claro que você vai acabar com o que você fizer.""
","""Terá de trabalhar no pesado e suar para fazer com que a terra produza algum alimento; isso até que você volte para a terra, pois dela você foi formado. Você foi feito de terra e vai virar terra outra vez.""
",1.5140711100869106
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""Vocês, homens que vocês têm sido levados como prisioneiros para vocês. Mas vocês vão ficar firmes na presença de Deus e não quiseram ter filhos.""
","""Antes, vocês não eram o povo de Deus, mas agora são o seu povo; antes, não conheciam a misericórdia de Deus, mas agora já receberam a sua misericórdia.""
",1.8182803160103647
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas o fogo de Abimeleque saia de Abimeleque e de Abimeleque e os homens de Siquém e de Siquém e os seus homens de Siquém e de Bete-Milo, com a Abimeleque.""
","""Mas, se não, que de Abimeleque saia fogo e queime os homens de Siquém e de Bete-Milo! E que saia fogo dos homens de Siquém e de Bete-Milo e queime Abimeleque!""
",31.797771898326577
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os mestres da Lei de famílias que moravam em Jabez em Jabez foram os midianitas. Pegaram os midianitas. Pegaram os midianitas. Pegaram os queneus e também os jarros de volta para a cidade de Jotbatá.""
","""(Os grupos de famílias dos escrivães que moravam em Jabes foram os tiratitas, os simeatitas e os sucatitas. Eles eram queneus que haviam casado com os recabitas.)""
",4.089820196551588
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""Pois Deus era o Deus de soltas pois não era possível para ela.""
","""Mas Deus ressuscitou Jesus, livrando-o do poder da morte, porque não era possível que a morte o dominasse.""
",5.558765035767034
70,"""Então, foram Moisés e Arão e ajuntaram todos os anciãos dos filhos de Israel.""
","""Então Moisés e Arão e ajuntaram todos os líderes do povo de Israel.""
","""Aí Moisés e Arão foram para o Egito e reuniram todos os líderes do povo de Israel.""
",48.77508561256551
71,"""E Jacó beijou a Raquel, e levantou a sua voz, e chorou.""
","""E Jacó beijou as suas palavras e começou a chorar.""
","""Depois ele beijou Raquel e, muito emocionado, começou a chorar.""
",27.885693565652343
