,src_sent,pred_sent,reference_nbv,bleu_score
10,"""Envie-te socorro desde o seu santuário e te sustenha desde Sião.""
","""Envie-te desde o seu templo, o seu templo e o povo de Israel se tornou Sião.""
","""Que ele lhe mande socorro, do santuário onde vive, no monte Sião.""
",5.415315253510896
11,"""porque tinha curado a muitos, de tal maneira que todos quantos tinham algum mal se arrojavam sobre ele, para lhe tocarem.""
","""pois tinha sido curado a fim de que tinham sido curado que tinham sido curado para o povo de Israel.""
","""Porque ele tinha curado a muitos naquele dia, e grande número de doentes estava aglomerado ao seu redor, procurando tocar nele.""
",2.5005465904205417
12,"""E ligaram-se entre si todos, para virem atacar Jerusalém e para os desviarem do seu intento.""
","""Eu darei graças ao mundo de todo o seu intento."" e os outros desviarem do seu lugar.""
","""Tramaram levar um exército contra Jerusalém para provocar revoltas e confusão.""
",2.1847844937497594
13,"""e dou-lhes a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""a vida de sua vida nunca se tornem escravos de sua própria vida, e ninguém das minhas mãos.""
","""Eu lhes dou a vida eterna, e elas nunca morrerão. Ninguém poderá arrancá-las da minha mão,""
",3.089751861923346
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Seria melhor a sabedoria do que o homem não tem sido condenado pelos seus próprios filhos!""
","""A sabedoria é melhor que as armas de guerra, mas um só pecador pode destruir bons planos.""
",1.3704984223580439
15,"""E o Anjo do SENHOR apareceu a esta mulher e disse-lhe: Eis que, agora, és estéril e nunca tens concebido; porém conceberás e terás um filho.""
","""O Anjo do SENHOR apareceu a esta mulher e disse: “Aqui é o homem que é um filho.""
","""Então, um dia, apareceu o Anjo do SENHOR à mulher de Manoá, e disse a ela: “Até agora você não pôde ter filhos, mas agora você vai engravidar e dar à luz um filho.""
",7.978502448026683
16,"""o cavalo de guerra, bem-cingido pelos lombos; o bode também; e o rei, a quem se não pode resistir.""
","""e todos os homens que estavam em muitas pessoas que tinham o rei, a fim de que o rei, a fim de que ninguém era capaz de escapar de Deus.""
","""o galo, que vive exibindo sua beleza; o bode; e o rei diante do seu exército.""
",1.9454290935168923
17,"""Estas são as famílias de Issacar, segundo os que foram deles contados, sessenta e quatro mil e trezentos.""
","""Foram contados dos grupos de famílias de Issacar, 76.500 homens.""
","""Foram contados dos grupos de famílias de Issacar 64.300 homens.""
",69.97522298221911
18,"""Por quê? Porque não foi pela fé, mas como que pelas obras da lei. Tropeçaram na pedra de tropeço,""
","""Por causa da lei de Deus, já não foi pela fé pela lei da Lei. Ele não foi pela pedra da Lei. E assim não foi pela mesma maneira.""
","""E por que não? Porque não a buscavam pela fé, mas por meio de suas boas ações. Assim, tropeçaram na pedra de tropeço.""
",2.0904996083879817
19,"""apesar de não haver violência nas minhas mãos e de ser pura a minha oração.""
","""apesar de todos os minhas mãos nas minhas mãos e de todo o coração.""
","""Tudo isso me acontece embora eu seja inocente e não haja violência em minhas mãos e sejam sinceras as minhas orações.""
",5.15858551562094
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""E o rei disse o SENHOR: “O SENHOR, Deus de Israel se tornou rei de Israel. O rei de Israel se tornou rei, no meu nome, e os meus olhos se reuniram no meu lugar.""
","""e orou: ‘Bendito seja o SENHOR, o Deus de Israel, que escolheu um de meus filhos para sentar-se no meu trono e permitiu que os meus olhos o vissem hoje’ ”.""
",5.6601507401304945
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Também foi o pai de Sasaque foram: pai de Boaz;"" foi a indicada.""
","""Naassom foi o pai de Salma, e Salma foi o pai de Boaz.""
",21.47917245987805
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""A voz do SENHOR me deu para a cidade, e o seu irmão Esaú. Ouçam o seu exército de acordo com as ordens que o Senhor tinha dito.""
","""A voz do SENHOR grita a toda a Jerusalém — e se você for sábio, ouça ao SENHOR! “Ouçam, tribo de Judá e suas assembleias:""
",12.503053621822978
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""E estou cheio de que estou cheio de reuniões da reuniões do SENHOR, cansado da reuniões da reuniões do SENHOR, e nas reuniões dos jovens e nas ruas da mulher serão comidos pelos homens, porque o marido serão cheio de dias.""
","""Por tudo isso, estou cheio da ira do SENHOR contra eles; já não aguento mais reter essa ira dentro de mim. “Derrama-a sobre Jerusalém, sobre as crianças que brincam na rua, sobre os grupos de jovens, sobre os maridos e mulheres, os velhos de idade bem avançada.""
",1.5017901197950678
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""E a mulher que havia recebido a mulher com um espírito com o homem.""
","""“Se uma mulher tiver relações sexuais com algum animal, ambos serão mortos; eles são responsáveis pela sua própria morte.""
",2.0263679684590827
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""Sua mulher ficou com a sua conceição; e a sua conceição; e o seu marido, e a sua mão será para o seu marido e o seu marido, e o seu corpo será para o seu lugar.""
","""E o SENHOR Deus disse à mulher: “Você terá muitas dores durante a gravidez; com sofrimento você dará à luz filhos. Apesar disso, seu desejo será para o seu marido, e ele a dominará”.""
",16.67675564747004
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Depois disso, José disse a seus irmãos e à casa de seu pai: “Eu subirei, subirei, e subirei, em Israel? Por que eles estavam na terra de Canaã, que estavam na terra de Canaã. E a mim.""
","""E José disse aos irmãos e a toda a família de seu pai: “Vou falar com o faraó e lhe direi: ‘Meus irmãos e toda a família de meu pai, que estavam na terra de Canaã, vieram para cá.""
",23.796966413791132
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Depois disso, o carneiro fez o carneiro e Arão e seus filhos puseram as mãos sobre a cabeça do templo.""
","""Depois Moisés mandou trazer o carneiro da oferta queimada. Arão e seus filhos puseram as mãos sobre a cabeça do carneiro,""
",48.31433086715563
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Então Davi contou o povo que havia consigo e colocou sobre eles e o rei de Israel.""
","""Davi escolheu comandantes de mil e de cem de suas tropas, distribuindo os homens da seguinte maneira:""
",1.369782209017815
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""“Naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei sobre o seu pescoço e sobre o seu pescoço e nunca mais se espalhar aos meus inimigos.""
","""“Naquela ocasião”, diz o SENHOR Todo-poderoso, “quebrarei a canga sobre o pescoço deles e as correntes da escravidão. Nunca mais serão escravizados por outras nações.""
",11.078427167692373
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Tire-me de mim, os povos são os povos! Ouçam o que a razão de que se encontrava como um espírito são como a tisnadura da terra!""
","""O medo toma conta dos povos que esperam; seus rostos ficam pálidos de pavor.""
",0.9020544569112138
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""Cada um deles era um metro e oitenta metros.""
","""“Um homem emprestou dinheiro a duas pessoas. Um lhe devia quinhentas moedas de prata e o outro cinquenta.""
",1.8616533639060082
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""Então todo o povo de Israel, os oficiais e seus príncipes estavam de volta da arca da aliança que levavam a arca da aliança que levavam a arca da aliança que levavam a arca da aliança do SENHOR, o Gerizim, e Moisés, como Moisés, servo do SENHOR, conforme Moisés, servo do SENHOR, conforme o povo de Israel.""
","""Então todo o povo de Israel, tanto os estrangeiros que moravam com os israelitas, assim como os naturais da terra, com os seus líderes, oficiais e juízes, estavam de pé dos dois lados diante dos sacerdotes levitas que levavam a arca da aliança do SENHOR. Metade deles ficou ao pé do monte Gerizim e metade ao pé do monte Ebal. Tudo foi feito de acordo com as instruções dadas muito antes por Moisés, servo do SENHOR, para abençoar o povo de Israel.""
",25.23945519921031
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Todas as mãos de vocês e o dinheiro de vocês e o dinheiro de seus antigos sacos de confiança. Eles pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que pode ser bem que
","""Levem dinheiro em dobro, e devolvam o pagamento da primeira compra que foi colocado na boca dos sacos de vocês. Pode ser que o dinheiro foi colocado nos sacos por engano.""
",0.7863700541519602
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""“Portanto, não se esqueçam de alcançar a prostituição, e não falar falar com não falar falar com eles.""
","""Portanto, meus irmãos na fé, anseiem por ser profetas, a fim de que possam anunciar com clareza a mensagem de Deus; e não proíbam o falar em línguas.""
",1.8930727021130345
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""A cidade de Sião se chamava e nasceram pelo Altíssimo, e o mesmo Altíssimo o Altíssimo, e o Altíssimo.""
","""A respeito de Sião as pessoas dirão: “Todos estes nasceram em Sião, e o próprio Altíssimo fará dela uma cidade segura e feliz”.""
",6.014515690378158
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""“Filhos falsos inimigos de Judá contra quem os inimigos de Israel se revoltaram contra ele.""
","""Por isso, voltem para aquele contra quem vocês se revoltaram, voltem a confiar naquele de quem vocês se afastaram tanto, ó israelitas!""
",2.1319358356798332
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""Pois o navio até o navio até o deserto,""
","""Permanecerei aqui em Éfeso até o Pentecoste,""
",5.386366368831866
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""(como foi o testemunho de Cristo e de vocês, pecados de vocês.""
","""o que eu lhes disse que Cristo podia fazer por vocês foi confirmado entre vocês!""
",1.7641305712729427
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""“Eu disse a ela: “Faça a porção de você a você. A você. Hoje você foi para você para dar a você à sua esposa”.""
","""Samuel ordenou ao cozinheiro-chefe: “Traga o pedaço de carne que eu pedi para colocar à parte e que era para ser preparado para o convidado de honra”.""
",1.8041089138224276
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Por isso, eu disse a mim que eu sou o homem de lábios e viram o povo de lábios e viram o rei, o SENHOR dos Exércitos!""
","""Então eu disse: “Chegou a minha hora! Vou morrer porque sou um pecador. Sou um homem com lábios impuros e moro no meio de um povo de lábios impuros. E agora eu vi o Rei, o SENHOR Todo-poderoso”.""
",4.422591564363648
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""E disse aos discípulos: ‘Dei a vocês para vocês e Arão e Hur e Hur e Hur e Hur e Hur se lhes lhes tinha algum tempo.""
","""disse aos líderes: “Esperem aqui até voltarmos. Arão e Hur ficarão com vocês. Quem tiver alguma questão para resolver, fale com eles”.""
",4.913075348583115
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Mas a lei chamou deuses de Deus deuses de Deus a fim de que a palavra de Deus foi dirigida por ele.""
","""Portanto, se a Escritura, que não pode ser anulada, chama de deuses aqueles a quem veio a palavra de Deus,""
",11.666451040046724
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Portanto, estou confiando no dia do qual eu sei que eu estou pronto para sempre!""
","""Quero dizer-lhes claramente que a culpa pela perdição de alguém não pode ser lançada sobre mim,""
",1.4400124446705305
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Assim, durante a ordem de que ouviram a palavra do seu grupo
","""Porém muitos que ouviram a mensagem deles creram, de modo que o número de crentes agora já atingia cerca de 5.000 pessoas!""
",3.5676444697619063
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Vocês não negou; confessou: confessou: Eu sou o Cristo.""
","""Ele confessou sem rodeios: “Eu não sou o Cristo”, disse.""
",4.701040821391918
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""E eu lhes disse: “Vocês são às fronteiras dos amorreus, como o SENHOR, o nosso Deus, que o louvarei,""
","""Então eu lhes disse: ‘Vocês chegaram às montanhas dos amorreus, que o SENHOR, nosso Deus, está nos dando.""
",23.647493002986458
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""A outra parte de Deus era Malquias, Malquias, filho de Salum; Salum era a torre dos homens que estavam a torre de Deus.""
","""Em seguida vinham Malquias, filho de Harim, e Hasube, filho de Paate-Moabe, que consertaram a torre dos Fornos e também uma parte do muro.""
",13.533979249249445
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""Então o povo de Israel será entre os homens, e a sua morada se tornará molhado com os animais do céu. Depois comer sete vezes por causa do céu. Depois disso, o SENHOR dá sete vezes a terra dos homens que se tornou molhado com o orvalho do céu. Depois disso, o SENHOR dá a quem quer.""
","""O senhor será expulso do palácio e vai viver pelos campos, como um animal, comendo capim como um boi, molhado pelo orvalho da noite. E assim o senhor vai viver durante sete anos, até aprender que o Deus Altíssimo é o dono de todos os reinos dos homens, que ele dá o poder a quem bem entende.""
",1.5506205886422773
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Então ele tomou uma pedra aguda, e circuncidou o seu filho e circuncidou os pés de seus pés e disse: “Volte a ele.""
","""Então Zípora pegou uma pedra afiada e circuncidou o filho e lançou a pele cortada aos pés de Moisés e disse: “Você é para mim um marido sanguinário!”""
",7.106383115550389
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""E o livro da aliança e o povo de Israel leu o que o SENHOR falou com o povo de Israel e o povo de Israel se aproxima dele.""
","""Em seguida, Moisés leu o Livro da Aliança de Deus para o povo, e eles disseram: “Seremos obedientes e faremos tudo o que o SENHOR falou”.""
",12.017396628208415
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""Ai de vocês, mestres da lei e mestres da lei de vocês, mestres do céu. E o perverso está cheio de prato, e o perverso está cheio de ódio.""
","""“Ai de vocês, fariseus e mestres da lei, hipócritas! Vocês são tão cuidadosos em limpar a parte exterior da taça e do prato, mas o interior está imundo, cheio de ganância e de cobiça.""
",11.63146370784886
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""Os israelitas são as nações que o SENHOR deixou que o SENHOR deixou que o povo de Canaã.""
","""Estas são as nações que o SENHOR deixou para pôr à prova a nova geração de Israel, que não tinha tomado parte nas guerras de Canaã.""
",26.768153920698172
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""Se você for numa face, numa face, oferece-lhe também a outra; também a túnica do seu manto.""
","""Se alguém lhe bater numa face, deixe-o bater na outra também! Se alguém exigir a sua capa, dê-lhe também a túnica.""
",7.9240625216732985
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Farei com a sua terra em toda a terra eu não lhes dei aos seus povos para adorar o povo de Israel. E vocês sou a terra de Israel, eu sou a sua terra.""
","""“No que diz respeito a propriedades, os sacerdotes nada terão. Eu mesmo serei a herança dos sacerdotes. Por isso, eles não precisam possuir terras em Israel!""
",0.843649188062998
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Ó SENHOR, a sua palavra e temi; em toda a sua família, ó SENHOR, no meio dos anos dos anos dos anos dos anos da ira do SENHOR.""
","""Ó SENHOR, agora que ouvi falar dos seus planos, eu o adoro, cheio de espanto pelas coisas tremendas que o SENHOR vai fazer! Nesta hora em que precisamos tanto de ajuda, ajude-nos novamente, como fez no passado! Mostre o seu poder que pode nos salvar. E mesmo na sua ira, lembre-se da sua misericórdia.""
",4.143229075145655
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""O SENHOR, o seu Deus, me deu para que o poder de Israel se recusa a ser comparado com as pés de sombra de modo que ele mostrou a sombra de morte e esperando a fim de que eu possa conhecer a morte de morte e de morte de morte de morte de morte de morte de morte de morte de morte de morte de morte de morte de morte para que eu pudesse morar.""
","""Deem glória ao SENHOR, ao seu Deus, antes que seja tarde demais, antes que ele mande os dias negros do castigo, e vocês sejam mortos nos montes de Judá; antes que ele transforme a luz, que vocês tanto esperam, na escuridão profunda; sim, em densas trevas.""
",2.142628588132652
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""Durante a sua vida a respeito do seu pedido e consumador com consumador e consumador em toda a mão do trono de Deus.""
","""Mantenham o olhar firme em Jesus, autor e consumador da nossa fé. Ele esteve pronto a padecer uma morte vergonhosa na cruz por causa da alegria que sabia que teria depois; e agora está assentado à direita do trono de Deus.""
",9.877317513902216
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas a vocês que estiverem do SENHOR, que vocês apartais do meu santo monte que preparais uma mesa do meu santo monte para a escuridão. E que misturais vinho para o Destino,"" e que misturais vinho para o Egito.""
","""“Mas todos vocês que abandonaram o SENHOR, se esqueceram do meu santo monte e preferiram adorar a deusa Sorte e encherem as taças de vinho para o deus Destino,""
",11.341510053382855
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""O homem que estava sentado sobre a nuvem da terra e a terra, e a terra foi segada."" para a terra.""
","""Portanto, aquele que estava sentado na nuvem passou a foice pela terra, e fez a colheita.""
",7.305891545072536
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""então farei com que o povo de Israel está sendo purificada ao redor da cova, e depois de terem sido leais à cova, e depois disso vai chegar até a cova, e depois disso vai chegar na terra dos viventes.""
","""Depois, você será enterrada para sempre junto com as nações muito antigas; você será lançada ao fundo da terra, ao lugar dos mortos, e nunca mais será uma nação. Você não verá as coisas maravilhosas que eu farei na terra dos viventes!""
",6.931303018335694
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Seria certo dos dias dos dias depois de aflições."" depois de todos os seus próprios olhos.""
","""Não se esqueçam nunca daqueles dias maravilhosos, quando vocês ouviram de Cristo pela primeira vez. Lembrem-se de como vocês perseveraram no Senhor, mesmo que isso significasse muita luta e sofrimento.""
",1.2934371086359613
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""Antes de quarenta bases de prata e duas bases de ouro e duas bases de uma duas bases debaixo de uma duas bases debaixo de uma duas bases debaixo de outra vez.""
","""Para cada armação haverá duas bases de prata, uma debaixo de cada encaixe.""
",5.3112565551316555
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Agora você se aproximou do Senhor e terás e vi um filho sobre cuja cabeça para destruir o meu povo. Ele será levado para destruir o menino e ele ele será levado para sempre!""
","""O cabelo do filho que você vai ter nunca poderá ser cortado, porque ele será nazireu, servo de Deus, especialmente consagrado desde o nascimento; e ele iniciará a libertação de Israel do domínio dos filisteus”.""
",1.689668451014366
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""Eu darei a sua alegria, ó SENHOR! Não tenha medo do meu ira para mim, a sua ira a fim de acabar com a terra de Judá e me matou.""
","""Naquele dia, vocês farão esta oração: “Louvado seja o SENHOR! Ele estava irado comigo, mas sua ira passou e agora ele me consola!""
",1.9393966826285258
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""No dia do que você tiver o seu pão até o seu pão até que você está à terra. O Senhor é pó e em sua própria pó e em pó e em pó e em pó e em breve você está em pó e em seu lugar.""
","""Você precisará suar para que a terra produza o seu alimento, até que volte para a terra, da qual você foi formado. Pois você foi feito da terra e à terra voltará”.""
",1.7134131896598996
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""E que vocês não entendem? De todo o povo de Deus. E agora vocês não obedeceram às leis de Deus, mas, apesar de toda a sua bondade para guiar o seu amor fiel.""
","""Antes vocês não chegavam a ser povo; agora são o povo de Deus. Antes vocês sabiam muito pouco da misericórdia de Deus; agora a própria vida de vocês foi mudada por ela.""
",13.230152143737715
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas o anjo de Siquém deve derramar fogo fogo de Siquém e de Israel? Por que vocês terão de acordo com as Abimeleque.""
","""Mas, se não foi assim, que de Abimeleque saia fogo e queime os cidadãos de Siquém e de Bete-Milo; e que saia fogo dos cidadãos de Siquém e de Bete-Milo e queime Abimeleque!”""
",8.3426719716069
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os mestres da lei que habitavam no colete sacerdotal. Fizeram a lista das leis e os simeatitas, de Hamate, onde habitavam de Hamate, onde habitavam de Hamate, onde habitavam em Hamate, onde habitavam ao redor da tribo de Judá.""
","""também estavam nesse meio os grupos de famílias dos escritores que moravam em Jabez: os tiratitas, os simeatitas e os sucatitas. Esses foram os queneus, descendentes de Hamate, o pai da família de Recabe.""
",3.673054490480511
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""ao qual Deus ressuscitou, ressuscitou, ressuscitou, da morte, e não era possível para ela.""
","""Então Deus ressuscitou o seu Filho, livrando-o do poder da morte, sendo impossível a morte dominá-lo.""
",7.075494147561419
