,src_sent,pred_sent,reference_nbv,bleu_score
10,"""Envie-te socorro desde o seu santuário e te sustenha desde Sião.""
","""“Deem graças desde o seu templo e desde o seu templo desde Sião.""
","""Que ele lhe mande socorro, do santuário onde vive, no monte Sião.""
",6.145517139097886
11,"""porque tinha curado a muitos, de tal maneira que todos quantos tinham algum mal se arrojavam sobre ele, para lhe tocarem.""
","""Porque o povo de Israel ouviu o que ele tinha ordenado. No meio de todos os homens que se recusam a falar com ele.""
","""Porque ele tinha curado a muitos naquele dia, e grande número de doentes estava aglomerado ao seu redor, procurando tocar nele.""
",2.643589525275458
12,"""E ligaram-se entre si todos, para virem atacar Jerusalém e para os desviarem do seu intento.""
","""No fim de todos os que têm o que o povo de Israel se leva ao seu povo!""
","""Tramaram levar um exército contra Jerusalém para provocar revoltas e confusão.""
",1.0862721615727713
13,"""e dou-lhes a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""e dou-lhes a vida eterna, e nunca deixe que nunca hão de obedecer as minhas mãos.""
","""Eu lhes dou a vida eterna, e elas nunca morrerão. Ninguém poderá arrancá-las da minha mão,""
",19.74796996024034
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""É melhor ser a sabedoria do que um pecador destrói um pecador destrói um pecador destrói os outros.""
","""A sabedoria é melhor que as armas de guerra, mas um só pecador pode destruir bons planos.""
",2.7318298593910915
15,"""E o Anjo do SENHOR apareceu a esta mulher e disse-lhe: Eis que, agora, és estéril e nunca tens concebido; porém conceberás e terás um filho.""
","""E o Anjo do SENHOR apareceu a esta mulher e disse: “Você é um filho.""
","""Então, um dia, apareceu o Anjo do SENHOR à mulher de Manoá, e disse a ela: “Até agora você não pôde ter filhos, mas agora você vai engravidar e dar à luz um filho.""
",9.187474989631838
16,"""o cavalo de guerra, bem-cingido pelos lombos; o bode também; e o rei, a quem se não pode resistir.""
","""Ele criou a guerra bem-cingido e o rei, o trabalho que era o rei, a fim de que não pode ser semelhante a Deus.""
","""o galo, que vive exibindo sua beleza; o bode; e o rei diante do seu exército.""
",4.7896858374861395
17,"""Estas são as famílias de Issacar, segundo os que foram deles contados, sessenta e quatro mil e trezentos.""
","""Foram contados dos grupos de famílias de Issacar, Issacar, Issacar, Issacar, quatro mil filhos: mil e trezentos.""
","""Foram contados dos grupos de famílias de Issacar 64.300 homens.""
",34.20941751050785
18,"""Por quê? Porque não foi pela fé, mas como que pelas obras da lei. Tropeçaram na pedra de tropeço,""
","""E não se esqueçam de tudo isso, não foi pela fé, mas como que não foi capaz de salvar na fé que não foi na presença do Senhor.""
","""E por que não? Porque não a buscavam pela fé, mas por meio de suas boas ações. Assim, tropeçaram na pedra de tropeço.""
",11.635402454082566
19,"""apesar de não haver violência nas minhas mãos e de ser pura a minha oração.""
","""Não permita que violência de ser violência e ser pura e ser desprezado pelos meus oração.""
","""Tudo isso me acontece embora eu seja inocente e não haja violência em minhas mãos e sejam sinceras as minhas orações.""
",2.1782164750133597
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""E o SENHOR disse a ele: “Bendito disse o SENHOR, o Deus de Israel, que se tornou no meu trono e que os meus olhos o vissem."" o meu trono o vissem."" será ouvido diante de mim.""
","""e orou: ‘Bendito seja o SENHOR, o Deus de Israel, que escolheu um de meus filhos para sentar-se no meu trono e permitiu que os meus olhos o vissem hoje’ ”.""
",33.36342739031683
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Salmom foi o concubina de filhos: Naassom foi o pai de Arão;""
","""Naassom foi o pai de Salma, e Salma foi o pai de Boaz.""
",27.04370881392504
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""A voz do SENHOR clama por toda a cidade de sábio e o seu trigo e o seu trigo e a vara do seu povo.""
","""A voz do SENHOR grita a toda a Jerusalém — e se você for sábio, ouça ao SENHOR! “Ouçam, tribo de Judá e suas assembleias:""
",15.079113567542125
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""Por isso, estou cheio de furor sobre os meninos dos jovens do SENHOR. Quando os jovens dos jovens jovens e nas ruas pelas ruas pelas ruas do marido até a mulher serão cheio de dias.""
","""Por tudo isso, estou cheio da ira do SENHOR contra eles; já não aguento mais reter essa ira dentro de mim. “Derrama-a sobre Jerusalém, sobre as crianças que brincam na rua, sobre os grupos de jovens, sobre os maridos e mulheres, os velhos de idade bem avançada.""
",6.768578975783709
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""O homem que se divorciar de algum sofrimento, a mulher que se sentou a mulher com a mulher com a mulher com a mulher com eles.""
","""“Se uma mulher tiver relações sexuais com algum animal, ambos serão mortos; eles são responsáveis pela sua própria morte.""
",1.867506984330751
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""Como o seu povo será morto e disse: “Faça filhos; o seu marido, e o seu marido, será um marido, e ele será eliminado do seu gado.""
","""E o SENHOR Deus disse à mulher: “Você terá muitas dores durante a gravidez; com sofrimento você dará à luz filhos. Apesar disso, seu desejo será para o seu marido, e ele a dominará”.""
",14.463844303303716
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Depois disso, José disse a seus irmãos e à casa de seu pai Eu direi: “Por que a casa de seu pai Eu direi: “Por que estavam na terra de Canaã, que estavam na terra de Canaã, vieram a mim.""
","""E José disse aos irmãos e a toda a família de seu pai: “Vou falar com o faraó e lhe direi: ‘Meus irmãos e toda a família de meu pai, que estavam na terra de Canaã, vieram para cá.""
",24.966398552210347
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Então o carneiro correu o carneiro o carneiro e seus filhos puseram as mãos sobre a cabeça.""
","""Depois Moisés mandou trazer o carneiro da oferta queimada. Arão e seus filhos puseram as mãos sobre a cabeça do carneiro,""
",36.59703391319767
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Então Davi contou o povo que tinha sobre eles e pôs o seu exército que tinha preparado.""
","""Davi escolheu comandantes de mil e de cem de suas tropas, distribuindo os homens da seguinte maneira:""
",1.2954600303404329
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""Assim diz o SENHOR dos Exércitos, diz o SENHOR dos Exércitos, que eu quebrarei a sua mão e quebrarei a sua mão e quebrarei a sua mão e as suas maldades.""
","""“Naquela ocasião”, diz o SENHOR Todo-poderoso, “quebrarei a canga sobre o pescoço deles e as correntes da escravidão. Nunca mais serão escravizados por outras nações.""
",9.598524129805773
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Nossas portas são como todos os rostos em sua terra. Vejam como a vida da sua glória.""
","""O medo toma conta dos povos que esperam; seus rostos ficam pálidos de pavor.""
",2.297185935845028
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""Quem caminhasse era dois devia-lhe um devia-lhe quinhentos e cinco centímetros de altura.""
","""“Um homem emprestou dinheiro a duas pessoas. Um lhe devia quinhentas moedas de prata e o outro cinquenta.""
",2.2480781934617333
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""E todo o povo de Israel estavam com os seus líderes e os oficiais do povo de Israel e os seus líderes estavam na presença do SENHOR, o sacerdotes Gerizim, e que levavam a arca do SENHOR, o sacerdotes Gerizim, e a metade do monte Gerizim, e Moisés, servo do SENHOR, o povo de Israel para adorar o povo de Israel.""
","""Então todo o povo de Israel, tanto os estrangeiros que moravam com os israelitas, assim como os naturais da terra, com os seus líderes, oficiais e juízes, estavam de pé dos dois lados diante dos sacerdotes levitas que levavam a arca da aliança do SENHOR. Metade deles ficou ao pé do monte Gerizim e metade ao pé do monte Ebal. Tudo foi feito de acordo com as instruções dadas muito antes por Moisés, servo do SENHOR, para abençoar o povo de Israel.""
",21.33814790589872
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""“Todos os seus corpos não serão capazes de ser dinheiro e o dinheiro que eu pode ser bem bem bem bem bem bem bem bem bem que pode ser que eu pode ser bem bem bem que pode ser que eu pode ser bem bem bem que pode ser que eu pode ser bem bem bem bem que pode ser que eu pode ser bem bem bem bem que pode ser que eu pode ser bem bem bem bem que pode ser que eu pode ser bem bem bem bem que pode ser que eu pode ser bem bem bem
","""Levem dinheiro em dobro, e devolvam o pagamento da primeira compra que foi colocado na boca dos sacos de vocês. Pode ser que o dinheiro foi colocado nos sacos por engano.""
",0.6546700380727178
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""Portanto, eu vi irmãos, irmãos, o povo de Israel, e não proibais falar com o povo de Israel.""
","""Portanto, meus irmãos na fé, anseiem por ser profetas, a fim de que possam anunciar com clareza a mensagem de Deus; e não proíbam o falar em línguas.""
",4.46935218098788
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""E de Sião se nasceram de Sião e aquele que pertence ao SENHOR.""
","""A respeito de Sião as pessoas dirão: “Todos estes nasceram em Sião, e o próprio Altíssimo fará dela uma cidade segura e feliz”.""
",2.06651459465957
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","obedeçam ao povo de Israel e quebraram a cidade e quebraram a terra.""
","""Por isso, voltem para aquele contra quem vocês se revoltaram, voltem a confiar naquele de quem vocês se afastaram tanto, ó israelitas!""
",0.7312330115686333
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""Porém eles se reuniram até ao acampamento até a outra.""
","""Permanecerei aqui em Éfeso até o Pentecoste,""
",2.044800736021839
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""(como mesmo mesmo mesmo o testemunho de Cristo ele tinha ordenado.""
","""o que eu lhes disse que Cristo podia fazer por vocês foi confirmado entre vocês!""
",1.530453462223859
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""E Samuel disse ao cozinheiro: a fim de que ele lhe disse: “Faça o que você está fazendo à parte de que você disse: “Venha
","""Samuel ordenou ao cozinheiro-chefe: “Traga o pedaço de carne que eu pedi para colocar à parte e que era para ser preparado para o convidado de honra”.""
",1.9562463400476369
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""E disse a eles: “Eu sou um homem de mim, porque eu sou um homem de lábios e meus pais e os dias e os dias e os dias e os dias e os dias e e assim o SENHOR dos Exércitos!""
","""Então eu disse: “Chegou a minha hora! Vou morrer porque sou um pecador. Sou um homem com lábios impuros e moro no meio de um povo de lábios impuros. E agora eu vi o Rei, o SENHOR Todo-poderoso”.""
",2.0791808991893825
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""E disse aos israelitas: ‘Este é o que vocês e Arão e de Arão e Arão e se Hur e Hur e Hur se chegará com eles.""
","""disse aos líderes: “Esperem aqui até voltarmos. Arão e Hur ficarão com vocês. Quem tiver alguma questão para resolver, fale com eles”.""
",2.7628253022822657
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""E se a Lei chamou deuses que chamou a palavra de Deus a quem a palavra de Deus foi dirigida por ele.""
","""Portanto, se a Escritura, que não pode ser anulada, chama de deuses aqueles a quem veio a palavra de Deus,""
",13.820972950314292
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por isso, o dia de hoje é que você é o sangue do sangue do sangue do sangue do sangue de Cristo.""
","""Quero dizer-lhes claramente que a culpa pela perdição de alguém não pode ser lançada sobre mim,""
",1.0864991539917157
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""O número dos judeus mais valentes não passam de mil anos a fim de cinco mil homens.""
","""Porém muitos que ouviram a mensagem deles creram, de modo que o número de crentes agora já atingia cerca de 5.000 pessoas!""
",1.1165372387802472
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Eles responderam: “Eu não negou; confessou: confessou: Eu não sou o Cristo.""
","""Ele confessou sem rodeios: “Eu não sou o Cristo”, disse.""
",9.917720727091444
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então o Senhor diz: “Os pastores não tinham medo do SENHOR, o nosso Deus, o nosso Deus, era capaz de fazer esse lado do nosso Deus.""
","""Então eu lhes disse: ‘Vocês chegaram às montanhas dos amorreus, que o SENHOR, nosso Deus, está nos dando.""
",4.971656282820334
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""A porta dos reparou o Harim, Hassube, filho de Harim, Hassube, filho de Paate-Moabe, saíam dos Fornos."" como a porta da terra.""
","""Em seguida vinham Malquias, filho de Harim, e Hasube, filho de Paate-Moabe, que consertaram a torre dos Fornos e também uma parte do muro.""
",25.827066150940766
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""A sua terra será entre os homens, e os animais do centro da terra e a sua família.""
","""O senhor será expulso do palácio e vai viver pelos campos, como um animal, comendo capim como um boi, molhado pelo orvalho da noite. E assim o senhor vai viver durante sete anos, até aprender que o Deus Altíssimo é o dono de todos os reinos dos homens, que ele dá o poder a quem bem entende.""
",0.45280406116930827
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Depois disso, ele respondeu: “O que de seu filho de seu filho de seu pai, não disse: “Um lançou a seus pés e me noivo?""
","""Então Zípora pegou uma pedra afiada e circuncidou o filho e lançou a pele cortada aos pés de Moisés e disse: “Você é para mim um marido sanguinário!”""
",2.12656207861837
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""E o Livro da aliança e o Livro da aliança que o SENHOR disseram: ‘Por que o SENHOR tem falado o que o SENHOR tem ordenado. Assim o SENHOR tem falado a você”.""
","""Em seguida, Moisés leu o Livro da Aliança de Deus para o povo, e eles disseram: “Seremos obedientes e faremos tudo o que o SENHOR falou”.""
",11.3500523896361
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""Ai de vocês, mestres de vocês, mestres da culpa, e não limpais o exterior que está quebrado, mas o interior do sol; o interior será condenado.""
","""“Ai de vocês, fariseus e mestres da lei, hipócritas! Vocês são tão cuidadosos em limpar a parte exterior da taça e do prato, mas o interior está imundo, cheio de ganância e de cobiça.""
",10.87502226383252
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""Os israelitas são as nações que o SENHOR tinha ordenado. E o SENHOR deixou que o SENHOR não sabiam de todas as guerras de Canaã.""
","""Estas são as nações que o SENHOR deixou para pôr à prova a nova geração de Israel, que não tinha tomado parte nas guerras de Canaã.""
",31.92848200038461
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""No entanto, os seus ferir os seus ferir numa face, oferece-lhe e a outra; os seus túnica a honra.""
","""Se alguém lhe bater numa face, deixe-o bater na outra também! Se alguém exigir a sua capa, dê-lhe também a túnica.""
",5.300410243414278
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles serão espalhados por todas as suas cidades e os seus ídolos serão espalhados por Israel. Não serei o meu povo e eu sou a sua terra.""
","""“No que diz respeito a propriedades, os sacerdotes nada terão. Eu mesmo serei a herança dos sacerdotes. Por isso, eles não precisam possuir terras em Israel!""
",0.9511384828045837
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Povo de Deus, a sua palavra e temi; aviva, ó meio do SENHOR, o seu povo no meio do meio do meio do povo de Israel.""
","""Ó SENHOR, agora que ouvi falar dos seus planos, eu o adoro, cheio de espanto pelas coisas tremendas que o SENHOR vai fazer! Nesta hora em que precisamos tanto de ajuda, ajude-nos novamente, como fez no passado! Mostre o seu poder que pode nos salvar. E mesmo na sua ira, lembre-se da sua misericórdia.""
",0.9234958606633569
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Sim, o SENHOR, o seu Deus, antes de glória ao SENHOR, o seu Deus, antes de escuridão antes da escuridão nos montes tenebrosos; antes de sombra antes de mude o que ele nos tratou antes de escuridão.""
","""Deem glória ao SENHOR, ao seu Deus, antes que seja tarde demais, antes que ele mande os dias negros do castigo, e vocês sejam mortos nos montes de Judá; antes que ele transforme a luz, que vocês tanto esperam, na escuridão profunda; sim, em densas trevas.""
",11.615436769174982
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""Essa é o caminho do mundo e consumador para Jesus, e consumador da fé, o caminho do mar e consumador para o caminho do trono de Deus.""
","""Mantenham o olhar firme em Jesus, autor e consumador da nossa fé. Ele esteve pronto a padecer uma morte vergonhosa na cruz por causa da alegria que sabia que teria depois; e agora está assentado à direita do trono de Deus.""
",13.373185128201959
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas a vocês que vocês apartais do SENHOR, o seu santo santo que preparais uma mesa do meu santo santo do meu santo lugar.""
","""“Mas todos vocês que abandonaram o SENHOR, se esqueceram do meu santo monte e preferiram adorar a deusa Sorte e encherem as taças de vinho para o deus Destino,""
",4.5756394428075975
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""O que estava sentado sobre a nuvem meteu a foice e a terra foi a terra e a terra foi segada."" em Jerusalém.""
","""Portanto, aquele que estava sentado na nuvem passou a foice pela terra, e fez a colheita.""
",5.590511192717504
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""então farei com que você ficasse com os que amam a terra e deitarei nas mãos da terra e deitarei nas mãos da terra e da terra partes da terra da glória dos viventes.""
","""Depois, você será enterrada para sempre junto com as nações muito antigas; você será lançada ao fundo da terra, ao lugar dos mortos, e nunca mais será uma nação. Você não verá as coisas maravilhosas que eu farei na terra dos viventes!""
",1.4162521668408339
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Mas o general vocês se tornaram um dias de que, depois de que, depois de que, depois de terem sido um combate em forma de aflições."" de modo que em que vocês tivessem sido combate na aflições."" com a morte.""
","""Não se esqueçam nunca daqueles dias maravilhosos, quando vocês ouviram de Cristo pela primeira vez. Lembrem-se de como vocês perseveraram no Senhor, mesmo que isso significasse muita luta e sofrimento.""
",1.2383960073601876
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""Chegou os bases de quarenta bases das duas bases das duas bases das duas bases das duas bases das duas bases de uma prata e duas bases de outra bases de outra bases debaixo de suas duas bases debaixo de suas vidas.""
","""Para cada armação haverá duas bases de prata, uma debaixo de cada encaixe.""
",3.252140229803573
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Vejam! O Senhor vai acontecer um filho sobre um filho sobre cuja cabeça não passará de um filho sobre o ventre de Deus desde o menino e ele ele será o ventre de Israel”.""
","""O cabelo do filho que você vai ter nunca poderá ser cortado, porque ele será nazireu, servo de Deus, especialmente consagrado desde o nascimento; e ele iniciará a libertação de Israel do domínio dos filisteus”.""
",2.2959432055700044
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""Agora, ó dia: você é o SENHOR! Seus inimigos não se assuste com a sua ira e se retirou, com a sua ira e me reconhecer.""
","""Naquele dia, vocês farão esta oração: “Louvado seja o SENHOR! Ele estava irado comigo, mas sua ira passou e agora ele me consola!""
",4.464053954862059
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""“Mas o rosto do seu rosto até você até o seu pão até o seu pão até o seu corpo e à terra. Você é tomado, e você será um pó e em sua casa.""
","""Você precisará suar para que a terra produza o seu alimento, até que volte para a terra, da qual você foi formado. Pois você foi feito da terra e à terra voltará”.""
",3.9973256190376047
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""E agora, agora, porque eu estou sendo enviado por Deus, porque eu estou pronto para cumprir o povo de Deus. Será que estou pronto para cumprir o que eu estou fazendo o que vou dizer.""
","""Antes vocês não chegavam a ser povo; agora são o povo de Deus. Antes vocês sabiam muito pouco da misericórdia de Deus; agora a própria vida de vocês foi mudada por ela.""
",10.759353804031296
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas se não, fogo de Abimeleque fogo de Abimeleque e os cidadãos de Siquém tomaram fogo de Siquém e de Siquém e dos cidadãos de Siquém Abimeleque.""
","""Mas, se não foi assim, que de Abimeleque saia fogo e queime os cidadãos de Siquém e de Bete-Milo; e que saia fogo dos cidadãos de Siquém e de Bete-Milo e queime Abimeleque!”""
",22.377301142504137
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Nesse meio-tempo, o mestre dos mestres da lei que moravam na presença dos mestres da lei que os sucatitas; são os sucatitas; que vieram à presença de Recabe."" pai de Recabe."" que era Hamate, pai de Recabe."" em Jerusalém.""
","""também estavam nesse meio os grupos de famílias dos escritores que moravam em Jabez: os tiratitas, os simeatitas e os sucatitas. Esses foram os queneus, descendentes de Hamate, o pai da família de Recabe.""
",8.201663209351581
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""ao qual Deus ressuscitou, as pessoas da morte, pois não era possível que não era possível para ela.""
","""Então Deus ressuscitou o seu Filho, livrando-o do poder da morte, sendo impossível a morte dominá-lo.""
",6.415428562903542
