,src_sent,pred_sent,reference_naa,bleu_score
11,"""porque tinha curado a muitos, de tal maneira que todos quantos tinham algum mal se arrojavam sobre ele, para lhe tocarem.""
","""Pois tinha curado a fim de muitos, maneira que todos os mal que tinham algum mal se arrojavam sobre o mal para a tocarem."" dele.""
","""Pois curava muitas pessoas, de modo que todos os que tinham alguma enfermidade se esforçavam para chegar perto, a fim de poderem tocar nele.""
",7.261813302549418
12,"""E ligaram-se entre si todos, para virem atacar Jerusalém e para os desviarem do seu intento.""
","""E maravilhavam-se com si todos, para virem todos, atacar os desviarem e para os desviarem do seu intento."" do seu coração.""
","""Todos se ajuntaram de comum acordo para virem atacar Jerusalém e criar confusão ali.""
",2.3103257620595925
13,"""e dou-lhes a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""Haverá a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""Eu lhes dou a vida eterna; jamais perecerão, e ninguém as arrebatará da minha mão.""
",25.59035607746927
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitas coisas boas.""
",79.041635064392
15,"""E o Anjo do SENHOR apareceu a esta mulher e disse-lhe: Eis que, agora, és estéril e nunca tens concebido; porém conceberás e terás um filho.""
","""O Anjo do SENHOR apareceu a esta mulher e lhe disse: — Eis que você é estéril e nunca nunca terás um filho.""
","""O Anjo do SENHOR apareceu a essa mulher e lhe disse: — Eis que você é estéril e nunca teve filhos, mas você ficará grávida e dará à luz um filho.""
",54.02088033044865
16,"""o cavalo de guerra, bem-cingido pelos lombos; o bode também; e o rei, a quem se não pode resistir.""
","""o cavalo de guerra, bem-cingido pelos lombos; o bode o bode e o rei, a quem não pode resistir.""
","""o galo, que anda ereto; o bode; e o rei, a quem não se pode resistir.""
",40.4899367063915
17,"""Estas são as famílias de Issacar, segundo os que foram deles contados, sessenta e quatro mil e trezentos.""
","""São estas as famílias de Issacar, segundo os que foram deles contados, num total de sessenta e quatro mil e trezentos."" trezentos."" as mil e trezentos."" nas regiões celestiais,""
","""São estas as famílias de Issacar, segundo os que foram deles contados, num total de sessenta e quatro mil e trezentos.""
",63.596853453856895
18,"""Por quê? Porque não foi pela fé, mas como que pelas obras da lei. Tropeçaram na pedra de tropeço,""
","""Por isso, não foi pela fé, Porque pela fé, mas como pelas obras da lei. Porque Tropeçaram na pedra de tropeço,"" Tropeçaram na fé.""
","""Por quê? Porque não a buscou pela fé, mas como que por obras. Tropeçaram na pedra de tropeço,""
",31.364609891977437
19,"""apesar de não haver violência nas minhas mãos e de ser pura a minha oração.""
","""Que o ""apesar de não haver violência nas minhas mãos e de motivo de ser propício?""
","""embora não haja violência nas minhas mãos, e seja pura a minha oração.”""
",14.253911354181854
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""E também o rei assim: — Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""O rei também disse o seguinte: “Bendito seja o SENHOR, Deus de Israel, que deu hoje quem se assente no meu trono, e permitiu que eu o visse com os meus próprios olhos.”""
",32.86961673369899
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Boaz gerou Salma, e Salma gerou Boaz;"" gerou dia.""
","""Naassom gerou Salma, e Salma gerou Boaz;""
",56.591192566527035
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""O voz do SENHOR clama à presença do SENHOR e o sábio verá o seu nome: “Eis quem a ordenou.""
","""A voz do SENHOR se dirige à cidade, e é verdadeira sabedoria temer o seu nome. “Escutem, ó tribo e todos os moradores!""
",6.222965419501212
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""Por isso, cheio de furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os ruas e nas reuniões dos jovens porque até o marido se serão porque até o marido com a mulher serão presos, e o que está cheio de dias.""
","""Por isso, estou repleto da ira do SENHOR; estou cansado de guardá-la dentro de mim. “Derrame-a sobre as crianças pelas ruas e sobre os jovens nas suas reuniões. Porque até o marido e a mulher serão presos, e também os velhos e os que têm idade avançada.""
",26.648046538388517
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""— Também a mulher que se chegar a algum lado, para algum lado, para ele, com ele, com o animal; inteiro, será com eles.""
","""Se uma mulher se aproximar de algum animal e tiver relações com ele, matem tanto a mulher como o animal; o seu sangue cairá sobre eles.""
",7.396906275907732
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""E à mulher disse: “A sua dor e a sua dor e a sua dor será filhos; e o seu desejo será poupada.""
","""E à mulher ele disse: — Aumentarei em muito os seus sofrimentos na gravidez; com dor você dará à luz filhos. O seu desejo será para o seu marido, e ele a governará.""
",11.058088114195712
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Depois José disse a seus irmãos e à casa de seu pai: — Eu estou com a casa de Faraó, a Faraó, e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""E José disse a seus irmãos e à casa de seu pai: — Partirei e darei a notícia a Faraó, dizendo: “Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram para junto de mim.""
",60.726891700558596
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Então fez chegar o carneiro do holocausto; Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro.""
",69.35232377939268
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Davi contou o povo que tinha dado e pôs capitães de cem."" Jesus.""
","""Davi contou os soldados que tinha consigo e pôs sobre eles capitães de mil e capitães de cem.""
",27.06915658390605
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""Porque naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o pescoço de sobre o seu pescoço é quebrarei as tuas ataduras; e quebrarei as estranhos,""
","""— Naquele dia, diz o SENHOR dos Exércitos, eu quebrarei o jugo que está sobre o pescoço de vocês e despedaçarei as correias. E nunca mais estrangeiros irão escravizar este povo,""
",28.765848412658517
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Pus temerão os povos; temerão os rostos são como a tisnadura se sobem da fé.""
","""Diante deles, os povos tremem; todos os rostos empalidecem.""
",4.007781700028195
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""Um dois dois homens importantes do devia-lhe e quinhentos dirigiram-se para o seu povo.""
","""Jesus continuou: — Certo credor tinha dois devedores: um lhe devia quinhentos denários, e o outro devia cinquenta.""
",2.2041965622086446
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""Todo o Israel, com os seus anciãos, e os seus príncipes, os seus príncipes, os seus príncipes, os seus oficiais estavam que levavam a arca da aliança do SENHOR, assim como levavam a arca da aliança do monte do monte Ebal; como Moisés, servo do monte Ebal; como Moisés, servo do SENHOR, segundo abençoar o povo de Israel.""
","""Todo o Israel, tanto estrangeiros como naturais, com os seus anciãos, os seus chefes e os seus juízes estavam de um e de outro lado da arca, diante dos sacerdotes levitas que levavam a arca da aliança do SENHOR. Metade deles se postou em frente do monte Gerizim, e a outra metade, em frente do monte Ebal, como Moisés, servo do SENHOR, havia ordenado anteriormente, para que o povo de Israel fosse abençoado.""
",32.03351058270058
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Então peguem o dinheiro em dinheiro e o dinheiro que tornou na boca de seus sacos e sacos de levar em levar bem bem bem que ser que estavam que ser que morarem.""
","""Levem dinheiro em dobro. E devolvam o dinheiro restituído na boca dos sacos de cereal; é possível que tenha havido algum engano.""
",2.552389574813675
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""Por isso, irmãos, irmãos, procurai, com zelo, zelo, e não creram línguas.""
","""Portanto, meus irmãos, procurem com zelo o dom de profetizar e não proíbam que se fale em línguas.""
",7.151719030998538
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""E de Sião se dirá: “Tão certo como aquele nasceram aquele Altíssimo e o mesmo usam de estabelecerá."" a estabelecerá."" deles.""
","""E a respeito de Sião se dirá: “Este e aquele nasceram nela”; e o próprio Altíssimo a estabelecerá.""
",25.47296653715805
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""Ele fez estas palavras, contra quem os filhos de Israel se rebelaram tão profundamente.""
","""Ó filhos de Israel, voltem-se para aquele contra quem vocês se rebelaram tão profundamente.""
",38.17666460451127
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""Ficarei, porém, em diante, em Éfeso até o seu rosto.""
","""Mas ficarei em Éfeso até o Pentecostes,""
",17.609282679116177
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""Será que ele foi designado o testemunho de Cristo Jesus.""
","""assim como o testemunho de Cristo tem sido confirmado em vocês,""
",19.81705142980857
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então Samuel disse ao servo: — Suba, que você fez? Eu lhe disse: — Volte à parte que você está procurando?""
","""Então Samuel disse ao cozinheiro: — Traga aquela porção que eu lhe entreguei, aquela que eu lhe pedi para deixar reservada.""
",16.451929399933107
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Então eu disse: — eu: ai de mim, Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; o rei, o SENHOR viram o SENHOR dos Exércitos!""
","""Então eu disse: — Ai de mim! Estou perdido! Porque sou homem de lábios impuros, e habito no meio de um povo de lábios impuros; e os meus olhos viram o Rei, o SENHOR dos Exércitos!""
",46.319767424773254
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""Então disse aos anciãos: — Esperai-nos aqui, até o que tornemos tornemos eis que Arão e Hur ficam a eles.""
","""Ele disse aos anciãos: — Esperem aqui até que voltemos para junto de vocês. Eis que Arão e Hur ficam com vocês; quem tiver alguma questão deve se dirigir a eles.""
",24.868208634870804
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Assim, se a lei chamou deuses àqueles a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),"" anulada),"" por ele.""
","""Se ele chamou deuses àqueles a quem foi dirigida a palavra de Deus — e a Escritura não pode falhar —,""
",27.51991494581443
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por isso, no dia de Deus lhes protesto limpo limpo do sangue de Israel.""
","""Portanto, no dia de hoje testifico diante de vocês que estou limpo do sangue de todos,""
",25.443227422793544
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Eles, porém, dos que souberam disso, a palavra de Jesus, e quase cinco mil.""
","""Porém muitos dos que ouviram a palavra creram, subindo o número desses homens a quase cinco mil.""
",22.914213083896932
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Quatro animais, não negou; confessou: Eu não sou o Cristo.""
","""Ele confessou e não negou; confessou: — Eu não sou o Cristo.""
",57.754002174538684
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então eu lhes disse: — Chegados são às montanhas dos amorreus, que o SENHOR, nosso Deus, disse: “A SENHOR, nosso Deus.""
","""Então eu lhes disse: “Vocês chegaram à região montanhosa dos amorreus, que o SENHOR, nosso Deus, nos dá.""
",47.11139785755009
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""O porção de vocês, Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como a Torre dos Fornos."" será poupada.""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam o trecho seguinte e a Torre dos Fornos.""
",56.3466524918107
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""Que o seu gado se molhado pelo campo, a tua morada será com os animais do campo, e os bois, do campo, e os bois, do orvalho do céu; e passar-se-ão sete tempos por causa do céu; e passar-se-ão sete tempos por causa da Altíssimo tem domínio sobre o reino dos homens e o quem quer.""
","""o senhor será expulso do meio das pessoas, e a sua morada será com os animais selvagens; o senhor comerá capim como os bois, e será molhado pelo orvalho do céu; e passarão sete tempos, até que o senhor, ó rei, reconheça que o Altíssimo tem domínio sobre os reinos do mundo e os dá a quem ele quer.""
",21.084380834114576
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Então Zípora tomou uma pedra aguda, na seu filho, e o seu filho, e o seus pés, e disse: — Você me deu um esposo sanguinário."" sanguinário."" um esposo de sanguinário."" sanguinário."" sanguinário."" sanguinário."" sanguinário."" para um dia.""
","""Então Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e com ele tocou os pés de Moisés. E lhe disse: — Sem dúvida, você é para mim um marido de sangue.""
",3.9811661681342
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""Ela tomou o Livro do Livro do Juízo, aos ouvidos do povo, e eles disseram: — Tudo o que o SENHOR tem falado faremos com que o SENHOR tem sido faremos com você.""
","""Depois pegou o livro da aliança e o leu para o povo. E eles disseram: — Tudo o que o SENHOR falou nós faremos e obedeceremos.""
",23.88620048611248
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""— Ai de fariseus, escribas e fariseus, hipócritas, porque limpais o exterior do copo e do prato, mas o interior está cheio de iniquidade.""
","""— Ai de vocês, escribas e fariseus, hipócritas, porque vocês limpam o exterior do copo e do prato, mas estes, por dentro, estão cheios de roubo e de glutonaria!""
",44.71898845085333
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""São estes as nações que o SENHOR deixou ficar, para por elas provar o que a saber, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""São estas as nações que o SENHOR deixou ficar para, por meio delas, pôr Israel à prova, isto é, para provar todos os israelitas que não sabiam de todas as guerras de Canaã.""
",44.934443334352785
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""— Por isso, você se prostituiu numa face, e ao que ele lhe houver tirado a capa, nem a túnica recuses."" você.""
","""Ao que lhe bate numa face, ofereça também a outra; e, ao que lhe tirar a capa, deixe que leve também a túnica.""
",7.6392679364138765
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles terão uma desolação, eu serei a sua herança, não se dareis, portanto, eu sou a sua herança, sou a sua possessão."" em prática.""
","""— Os sacerdotes terão uma herança; eu sou a sua herança. Vocês não lhes darão nenhuma propriedade em Israel; eu sou a sua propriedade.""
",17.936470496693193
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Ó SENHOR, escutem a sua palavra e temi; aviva, ó SENHOR, a sua obra no meio dos anos, no meio dos anos a respeito da ira lembra-te da misericórdia.""
","""SENHOR, tenho ouvido a tua fama, e me sinto alarmado. Aviva a tua obra, ó SENHOR, no decorrer dos anos, e, no decurso dos anos, faze-a conhecida. Na tua ira, lembra-te da misericórdia.""
",18.750560455906978
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Deem glória ao SENHOR, seu Deus, antes que venha a escuridão e antes de vocês, antes que tropecem antes nos seus pés nos montes tenebrosos; antes de vocês, luz, antes de vocês, e reduza à escuridão.""
","""Deem glória ao SENHOR, seu Deus, antes que ele faça vir as trevas, antes que os pés de vocês tropecem nos montes tenebrosos e antes que, esperando vocês a luz, ele a mude em sombra de morte e a reduza à escuridão.""
",36.90763668018834
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""olhando para Jesus, autor e consumador consumador da fé, o qual, pelo contrário, lhe estava suportou a afronta, e assentou-se à região montanhosa do trono de Deus.""
","""olhando firmemente para o Autor e Consumador da fé, Jesus, o qual, em troca da alegria que lhe estava proposta, suportou a cruz, sem se importar com a vergonha, e agora está sentado à direita do trono de Deus.""
",21.05928202598879
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas a vocês considerem-se que apartais do SENHOR, que vocês se converterem do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Egito.”""
","""“Mas quanto a vocês que se afastam do SENHOR, que se esquecem do meu santo monte, que preparam uma mesa para a deusa Fortuna e misturam vinho para o deus Destino,""
",33.0537010509803
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""E aquele que estava sentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada."" segada."" por ele.""
","""E aquele que estava sentado sobre a nuvem passou a sua foice sobre a terra e fez a colheita.""
",34.93072415532013
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""então farei descer com os que descem à cova, ao povo antigo, e te deitarei no redor dele, antigos, com os que descem à cova, para que não se descem à custa da glória na terra dos viventes.""
","""então farei você descer com os que descem à cova, ao povo antigo. Eu a farei habitar nas partes mais baixas da terra, em lugares desertos antigos, com os que descem à cova, para que você não seja mais habitada; e criarei coisas gloriosas na terra dos viventes.""
",44.86445678392471
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Quanto aos dias passados, em que, depois de vocês, iluminados, suportastes suportastes suportastes grande combate combate de aflições.""
","""Lembrem-se dos dias passados, quando, depois que foram iluminados, vocês sustentaram grande luta e sofrimentos.""
",6.802254824715723
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""— Faça também quarenta bases de prata debaixo das vinte tábuas; debaixo de uma tábua debaixo de uma tábua debaixo de uma tábua debaixo de outra tábua debaixo de outra tábua para as suas duas coiceiras."" para as suas roupas.""
","""Faça também quarenta bases de prata debaixo das vinte tábuas: duas bases debaixo de uma tábua para os seus dois encaixes e duas bases debaixo de outra tábua para os seus dois encaixes.""
",34.11363586967149
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Pois eis que conceberás e terás um filho sobre cuja cabeça não passará navalha; navalha; nazireu nazireu nazireu nazireu nazireu nazireu nazireu nazireu nazireu nazireu de Deus desde o ventre dos filisteus.""
","""Porque eis que você ficará grávida e dará à luz um filho sobre cuja cabeça não passará navalha. O menino será nazireu consagrado a Deus desde o ventre de sua mãe, e ele começará a livrar Israel do poder dos filisteus.""
",26.776893685068778
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""E dirás, um dia: Preparem naquele dia: Preparem ó SENHOR, porque, ainda o que se afastam contra você, a fim de ira e tu me oprimia,""
","""Naquele dia, você dirá: “Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolas.""
",21.409092659758045
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""No suor de vocês do seu rosto, vocês devem comer o seu pão, até o seu irmão; até o seu pão, pois és pó e em pó te tornarás."" por causa de vocês.""
","""No suor do seu rosto você comerá o seu pão, até que volte à terra, pois dela você foi formado; porque você é pó, e ao pó voltará.""
",16.518403195711
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""também ""vós em outro tempo, não eram povo, mas vocês são povo de Israel. Vocês não se converterem de Deus; mas, agora, mas, agora, alcançastes alcançastes alcançastes por meio de misericórdia.""
","""Antes, vocês nem eram povo, mas agora são povo de Deus; antes, não tinham alcançado misericórdia, mas agora alcançaram misericórdia.""
",14.052548651724756
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas, se não, saia fogo fogo de Abimeleque e lutou os cidadãos de Siquém e saia fogo dos cidadãos de Siquém que consuma a Abimeleque.""
","""Mas, se este não for o caso, que saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo! E que saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma Abimeleque.""
",35.062880433168814
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os famílias dos escribas que moravam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, de Hamate, pai da casa de Recabe."" de Recabe."" de geração.""
","""As famílias dos escribas que habitavam em Jabez foram os tiratitas, os simeatitas e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
",54.94893959275878
