,src_sent,pred_sent,reference_nvi,bleu_score
11,"""porque tinha curado a muitos, de tal maneira que todos quantos tinham algum mal se arrojavam sobre ele, para lhe tocarem.""
","""pois tinha curado a família de respeito, e todos os que haviam falado sobre ele para lhe pertencer!""
","""Pois ele havia curado a muitos, de modo que os que sofriam de doenças ficavam se empurrando para conseguir tocar nele.""
",2.850553071319359
12,"""E ligaram-se entre si todos, para virem atacar Jerusalém e para os desviarem do seu intento.""
","""E ligaram-se todos, todos, para virem para virem Jerusalém e Jerusalém e para os seus bens.""
","""Todos juntos planejaram atacar Jerusalém e causar confusão.""
",2.8885583899290177
13,"""e dou-lhes a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""mas dou-lhes a vida eterna, e não hão de ti e ninguém as arrebatará as minhas mãos.""
","""Eu lhes dou a vida eterna, e elas jamais perecerão; ninguém as poderá arrancar da minha mão.""
",21.3341864587649
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Melhor é a sabedoria do que as guerra, as armas de guerra, mas um pecador é muitos homens.""
","""A sabedoria é melhor do que as armas de guerra, mas um só pecador destrói muita coisa boa.""
",35.13874939965221
15,"""E o Anjo do SENHOR apareceu a esta mulher e disse-lhe: Eis que, agora, és estéril e nunca tens concebido; porém conceberás e terás um filho.""
","""O Anjo do SENHOR apareceu a esta mulher e lhe disse: “Você está és estéril e você não és um filho.""
","""Certo dia o Anjo do SENHOR apareceu a ela e lhe disse: “Você é estéril, não tem filhos, mas engravidará e dará à luz um filho.""
",30.374098617133754
16,"""o cavalo de guerra, bem-cingido pelos lombos; o bode também; e o rei, a quem se não pode resistir.""
","""Eles vasculham as montanhas o bode e pelo bode reunião e ti.""
","""o galo de andar altivo; o bode; e o rei à frente do seu exército.""
",3.1346893683285884
17,"""Estas são as famílias de Issacar, segundo os que foram deles contados, sessenta e quatro mil e trezentos.""
","""Esses foram os clãs de Aser; foram contados 52.700 homens.""
","""Esses foram os clãs de Issacar; foram contados 64.300 homens.""
",53.33505353503043
18,"""Por quê? Porque não foi pela fé, mas como que pelas obras da lei. Tropeçaram na pedra de tropeço,""
","""“Por meio da fé, porque não foi pela fé; mas como que pelas obras da Lei, Tropeçaram na pedra de tropeço,"" na pedra do tropeço,"" ,""
","""Por que não? Porque não a buscava pela fé, mas como se fosse por obras. Eles tropeçaram na “pedra de tropeço”.""
",2.313518119743582
19,"""apesar de não haver violência nas minhas mãos e de ser pura a minha oração.""
","""apesar não se envolva sexualmente com a minhas oração.""
","""apesar de não haver violência em minhas mãos e de ser pura a minha oração.""
",7.231051578217064
20,"""E também disse o rei assim: Bendito o SENHOR, Deus de Israel, que hoje tem dado quem se assente no meu trono e que os meus olhos o vissem.""
","""Então o rei disse o rei, o Deus de Israel, o Deus de Israel, que ele havia assente no meu trono e que os assente no meu trono e que os vissem."" ,""
","""e disse: ‘Bendito seja o SENHOR, o Deus de Israel, que permitiu que os meus olhos vissem hoje um sucessor em meu trono’ ”.""
",18.76569901058387
21,"""e Naassom gerou a Salma, e Salma gerou a Boaz;""
","""Canaã gerou a gazela e Salma gerou palavra.""
","""Naassom gerou Salmom , Salmom gerou Boaz,""
",2.6658376817028855
22,"""A voz do SENHOR clama à cidade, e o sábio verá o teu nome: Ouvi a vara e quem a ordenou.""
","""A voz do SENHOR clama à cidade e o sábio verá o seu nome: Ouçam a vara e quem a ordenou.""
","""A voz do SENHOR está clamando à cidade; é sensato temer o seu nome! “Ouçam, tribo de Judá e assembleia da cidade!""
",19.23762871523384
23,"""Pelo que estou cheio do furor do SENHOR; estou cansado de o conter; derramá-lo-ei sobre os meninos pelas ruas e nas reuniões dos jovens juntamente; porque até o marido com a mulher serão presos, e o velho, com o que está cheio de dias.""
","""Por isso eu estou convencido de furor do SENHOR, o que estou com os homens derramá-lo-ei sobre os homens e com o seu povo, pois até o seu marido está cheio de alegria, e quem tem grande mente comida com o que está cheio de dias.""
","""Mas a ira do SENHOR dentro de mim transborda, já não posso retê-la. “Derrama-a sobre as crianças na rua e sobre os jovens reunidos em grupos; pois eles também serão pegos com os maridos e as mulheres, os velhos e os de idade bem avançada.""
",1.7715772413805881
24,"""Também a mulher que se chegar a algum animal, para ter ajuntamento com ele, aquela mulher matarás com o animal; certamente morrerão; o seu sangue é sobre eles.""
","""A mulher que se afaste do seu filho mais velho de uma nação de animal; A mulher terá que ser executados. A seu sangue será curado.""
","""“Se uma mulher se aproximar de algum animal para ajuntar-se com ele, vocês matarão a mulher e o animal. Ambos terão que ser executados, pois merecem a morte.""
",4.327408652104749
25,"""E à mulher disse: Multiplicarei grandemente a tua dor e a tua conceição; com dor terás filhos; e o teu desejo será para o teu marido, e ele te dominará.""
","""E, à mulher à sua vida, e a sua conceição; e a sua conceição; com o teu desejo com o teu marido, para o teu marido, e ele será para o teu marido, para o teu marido, e ele te salvou”.""
","""À mulher, ele declarou: “Multiplicarei grandemente o seu sofrimento na gravidez; com sofrimento você dará à luz filhos. Seu desejo será para o seu marido, e ele a dominará”.""
",8.852344830273902
26,"""Depois, disse José a seus irmãos e à casa de seu pai: Eu subirei, e anunciarei a Faraó, e lhe direi: Meus irmãos e a casa de meu pai, que estavam na terra de Canaã, vieram a mim.""
","""Então José disse a seus irmãos e à casa de seu pai: “Foi isso para a nação de meu pai e a comunidade de meu pai estavam na terra de meu pai vieram a mim.""
","""Então José disse aos seus irmãos e a toda a família de seu pai: “Vou partir e informar ao faraó que os meus irmãos e toda a família de meu pai, que viviam em Canaã, vieram para cá.""
",17.606758460610838
27,"""Depois, fez chegar o carneiro do holocausto; e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro;""
","""Então fez o carneiro com o carneiro e Arão e seus filhos colocaram as mãos sobre a cabeça do carneiro.""
","""Mandou trazer então o carneiro para o holocausto, e Arão e seus filhos puseram as mãos sobre a cabeça do carneiro.""
",49.94152178308024
28,"""E Davi contou o povo que tinha consigo e pôs sobre eles capitães de cem.""
","""Davi contou o povo que estava em pé, e deu a eles para as autoridades de cem."" ,""
","""Davi passou em revista o exército e nomeou comandantes de batalhões de mil e de cem.""
",13.566979610140004
29,"""Porque será naquele dia, diz o SENHOR dos Exércitos, que eu quebrarei o seu jugo de sobre o teu pescoço e quebrarei as tuas ataduras; e nunca mais se servirão dele os estranhos,""
","""Porque naquele dia, diz o SENHOR dos Exércitos, que quebrarei o seu jugo de sobre o seu pescoço, e quebrarei as suas palavras e nunca se desviou; os mortos”.""
","""“Naquele dia”, declara o SENHOR dos Exércitos, “quebrarei o jugo que está sobre o pescoço deles e arrebentarei as suas correntes; não mais serão escravizados pelos estrangeiros.""
",15.413805422409549
30,"""Diante dele temerão os povos; todos os rostos são como a tisnadura da panela.""
","""Baquebuquias os rostos são mortos todos os rostos que vivem na presença da panela.""
","""Diante deles povos se contorcem angustiados; todos os rostos ficam pálidos de medo.""
",7.4924020942808465
31,"""Um certo credor tinha dois devedores; um devia-lhe quinhentos dinheiros, e outro, cinquenta.""
","""Um dia cento e vinte e cinco centímetros de comprimento.""
","""“Dois homens deviam a certo credor. Um lhe devia quinhentos denários e o outro, cinquenta.""
",2.411361403866079
32,"""E todo o Israel, com os seus anciãos, e os seus príncipes, e os seus juízes estavam de uma e outra banda da arca, perante os sacerdotes levitas, que levavam a arca do concerto do SENHOR, assim estrangeiros como naturais; metade deles em frente do monte Gerizim, e a outra metade em frente do monte Ebal; como Moisés, servo do SENHOR, ordenara, para abençoar primeiramente o povo de Israel.""
","""Os líderes de Israel partiram com os líderes religiosos, seus líderes e seus líderes e seus líderes estavam em frente da arca do SENHOR eram estrangeiros como metade do monte Gerizim e estrangeiros em frente do monte Gerizim e a metade do monte Gerizim e a metade do monte Gerizim e a fim de Israel.""
","""Todo o Israel, estrangeiros e naturais da terra, com os seus líderes, os seus oficiais e os seus juízes, estavam em pé dos dois lados da arca da aliança do SENHOR, diante dos sacerdotes levitas, que a carregavam. Metade do povo estava em pé, defronte do monte Gerizim, e metade defronte do monte Ebal. Tudo conforme Moisés, servo do SENHOR, tinha ordenado anteriormente, para que o povo de Israel fosse abençoado.""
",2.59380251596986
33,"""E tomai em vossas mãos dinheiro dobrado; e o dinheiro que tornou na boca dos vossos sacos tornai a levar em vossas mãos; bem pode ser que fosse erro.""
","""Naquela ocasião, você tiver uma prata que passem em suas prata e levar em sua prata que você tornou algo algum.""
","""Levem prata em dobro, e devolvam a prata que foi colocada de volta na boca da bagagem de vocês. Talvez isso tenha acontecido por engano.""
",2.271871628765961
34,"""Portanto, irmãos, procurai, com zelo, profetizar e não proibais falar línguas.""
","""Portanto, procurai, com fartura; profetizar e falar falar como falar falar falar alguma.""
","""Portanto, meus irmãos, busquem com dedicação o profetizar e não proíbam o falar em línguas.""
",7.682607413306148
35,"""E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá.""
","""Além disso, se dirá: “Este e aquele e aquele que dirá: ‘Amém!’""
","""De fato, acerca de Sião se dirá: “Todos estes nasceram em Sião, e o próprio Altíssimo a estabelecerá”.""
",4.787350608681294
36,"""Convertei-vos, pois, àquele contra quem os filhos de Israel se rebelaram tão profundamente.""
","""ainda lançaram-no contra quem os israelitas se rebelaram tão profundamente.""
","""Voltem para aquele contra quem vocês se revoltaram tão tremendamente, ó israelitas!""
",3.567988004430621
37,"""Ficarei, porém, em Éfeso até ao Pentecostes;""
","""a fim de Pentecostes;"" até o próprio túmulo.""
","""Mas permanecerei em Éfeso até o Pentecoste,""
",3.9073802494525003
38,"""(como foi mesmo o testemunho de Cristo confirmado entre vós).""
","""“Este é o testemunho de Cristo confirmado que é o testemunho de Jesus.""
","""porque o testemunho de Cristo foi confirmado entre vocês,""
",17.609282679116177
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então, Samuel disse ao servo: “Vamos a você, quando você está falando a você, que você tem coragem de vocês.""
","""E disse ao cozinheiro: “Traga-me a porção de carne que entreguei a você e mandei reservar”.""
",2.975133062973246
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Mas, disse ai de mim ai de mim que está escrito a mim que está no meio de um povo de impuros e habito entre o rei, o rei, dos Exércitos!""
","""Então gritei: Ai de mim! Estou perdido! Pois sou um homem de lábios impuros e vivo no meio de um povo de lábios impuros; os meus olhos viram o Rei, o SENHOR dos Exércitos!""
",20.719923227121587
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""Mas disse aos anciãos Esperai-nos aqui, e tornemos que tornemos Arão e Hur que Hur ficam para você. Eu se chegará a sua vida”.""
","""Disse ele às autoridades de Israel: “Esperem-nos aqui, até que retornemos. Arão e Hur ficarão com vocês; quem tiver alguma questão para resolver, poderá procurá-los”.""
",4.591844754783273
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Ao contrário, a Lei chamou deuses àqueles a quem a palavra de Deus foi dirigida a Escritura que a ser anulada),"" não pode ser encontrado.""
","""Se ele chamou ‘deuses’ àqueles a quem veio a palavra de Deus (e a Escritura não pode ser anulada),""
",26.925298722797113
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""Por essa razão, o dia da presença do sangue que estou cheio de culpa.""
","""Portanto, eu declaro hoje que estou inocente do sangue de todos.""
",4.378826865860793
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Muitos dos que ouviram a palavra dos que estavam a palavra e chegou cinco mil.""
","""Mas muitos dos que tinham ouvido a mensagem creram, chegando o número dos homens que creram a perto de cinco mil.""
",12.610874463434408
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""E confessou e não negou; confessou: confessou: não sou o Cristo.""
","""Ele confessou e não negou; declarou abertamente: “Não sou o Cristo ”.""
",32.934059711691795
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então eu lhes disse: “Fiz um montes dos amorreus, que o SENHOR, o nosso Deus, será dado a você”.""
","""Então eu disse a vocês: Vocês chegaram à terra dos amorreus, a qual o SENHOR, o nosso Deus, nos dá.""
",33.92650035718759
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""São Malquias, outra porção de Harim, reparou de Harim, e Hassube, filho de Paate-Moabe, em reduzir a torre dos Fornos."" ,""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam outro trecho e a torre dos Fornos.""
",47.752516628214735
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""Digam entre os homens e a sua própria terra será com os animais do céu, a fim de ajuntar até os animais do céu. Eles são sete dias.""
","""Tu serás expulso do meio dos homens e viverás com os animais selvagens; comerás capim como os bois e te molharás com o orvalho do céu. Passarão sete tempos até que admitas que o Altíssimo domina sobre os reinos dos homens e os dá a quem quer.""
",3.7959675143202354
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Na mesma vez, ele tomou uma pedra jorrará e o homem de seu filho, e o pôs à vista de seus pés e disse: “O noivo sanguinário."" sanguinário."" em segredo.""
","""Mas Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e tocou os pés de Moisés. E disse: “Você é para mim um marido de sangue!”""
",4.066870399856362
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""Então o Livro da aliança e o leu ao povo do povo e eles disseram: “O que o SENHOR tem faremos e obedeceremos."" neste dia.""
","""Em seguida, leu o Livro da Aliança para o povo, e eles disseram: “Faremos fielmente tudo o que o SENHOR ordenou”.""
",16.136440680481034
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""“Ai de vocês, mestres da lei e fariseus, hipócritas! O exterior é o copo do copo e do prato, mas o tanque de prensar trazer iniquidade.""
","""“Ai de vocês, mestres da lei e fariseus, hipócritas! Vocês limpam o exterior do copo e do prato, mas por dentro eles estão cheios de ganância e cobiça.""
",53.998017166492026
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""O SENHOR que o SENHOR reprova, provocando a todos os israelitas que vivem para todo o povo que não sabiam de todas as nações de Canaã.""
","""São estas as nações que o SENHOR deixou para pôr à prova todos os israelitas que não tinham visto nenhuma das guerras em Canaã""
",14.540407253078758
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""O que ele estiver cercado a sua vida, e a outra; a força e a túnica nem a dificuldade.""
","""Se alguém bater em você numa face, ofereça-lhe também a outra. Se alguém tirar de você a capa, não o impeça de tirar a túnica.""
",2.396218704240177
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles terão uma herança a herança de sua herança, eu serei o seu suprimento de acordo com eu sou a sua propriedade.""
","""“Eu serei a única herança dada aos sacerdotes. Vocês não lhes darão propriedade alguma em Israel; eu serei a sua herança.""
",3.327745160569663
55,"""Ouvi, SENHOR, a tua palavra e temi; aviva, ó SENHOR, a tua obra no meio dos anos, no meio dos anos a notifica; na ira lembra-te da misericórdia.""
","""Ouvi, ouçam a sua palavra e temi; aviva, por causa do meio dos anos no meio dos anos a fim de notifica; lembra-te de misericórdia.""
","""SENHOR, ouvi falar da tua fama; tremo diante dos teus atos, SENHOR. Realiza de novo, em nossa época, as mesmas obras, faze-as conhecidas em nosso tempo; em tua ira, lembra-te da misericórdia.""
",2.7462338016466896
56,"""Dai glória ao SENHOR, vosso Deus, antes que venha a escuridão e antes que tropecem vossos pés nos montes tenebrosos; antes que, esperando vós luz, ele a mude em sombra de morte e a reduza à escuridão.""
","""Serão glória ao SENHOR, o seu Deus, antes que tropecem antes que tropecem antes que tropecem antes que tropecem na escuridão, esperando que ele luz, ele ele ele ele nos montes estava prestes a acontecer?”""
","""Deem glória ao SENHOR, ao seu Deus, antes que ele traga trevas, antes que os pés de vocês tropecem nas colinas ao escurecer. Vocês esperam a luz, mas ele fará dela uma escuridão profunda; sim, ele a transformará em densas trevas.""
",15.534142485936966
57,"""olhando para Jesus, autor e consumador da fé, o qual, pelo gozo que lhe estava proposto, suportou a cruz, desprezando a afronta, e assentou-se à destra do trono de Deus.""
","""enquanto agora, autor para Jesus, autor e consumador da fé da fé que lhe estava proposto, à morte e assentou-se à direita do trono de Deus.""
","""tendo os olhos fitos em Jesus, autor e consumador da nossa fé. Ele, pela alegria que lhe fora proposta, suportou a cruz, desprezando a vergonha, e assentou-se à direita do trono de Deus.""
",33.8609422983236
58,"""Mas a vós que vos apartais do SENHOR, que vos esqueceis do meu santo monte, que preparais uma mesa para a Fortuna e que misturais vinho para o Destino,""
","""Mas a vocês que os apartais do SENHOR, que vocês preparais do meu santo monte monte, que preparais uma mesa para a Fortuna e que misturais por meio de o Destino,"" para o Destino,"" para ele.""
","""“Mas vocês, que abandonam o SENHOR e esquecem o meu santo monte, que põem a mesa para a deusa Sorte e enchem taças de vinho para o deus Destino,""
",7.043279679054259
59,"""E aquele que estava assentado sobre a nuvem meteu a sua foice à terra, e a terra foi segada.""
","""O que estava sentado sobre a nuvem em seu foice país, e a terra foi segada."" Davi.""
","""Assim, aquele que estava assentado sobre a nuvem passou sua foice pela terra, e a terra foi ceifada.""
",25.481620920647202
60,"""então, te farei descer com os que descem à cova, ao povo antigo, e te deitarei nas mais baixas partes da terra, em lugares desertos antigos, com os que descem à cova, para que não sejas habitada; e estabelecerei a glória na terra dos viventes.""
","""Darei a sua descer com os que descem à cova, ao povo da terra, e te deitarei nas mãos dele, da terra, em lugares em qual não sejas dedos em lugares para lugares estabelecerei estabelecerei a terra dos viventes.""
","""então farei você descer com os que descem à cova, para fazer companhia aos antigos. Eu a farei habitar embaixo da terra, como em ruínas antigas, com aqueles que descem à cova, e você não voltará e não retomará o seu lugar na terra dos viventes.""
",23.394134628568004
61,"""Lembrai-vos, porém, dos dias passados, em que, depois de serdes iluminados, suportastes grande combate de aflições.""
","""Dedique grande dias que nos dias da parte interna dos seres viventes iluminados, suportastes grande grande combate de ser,""
","""Lembrem-se dos primeiros dias, depois que vocês foram iluminados, quando suportaram muita luta e muito sofrimento.""
",2.476980256562108
62,"""Farás também quarenta bases de prata debaixo das vinte tábuas; duas bases debaixo de uma tábua para as suas duas coiceiras e duas bases debaixo de outra tábua para as suas duas coiceiras.""
","""com quarenta bases de prata debaixo de vinte e duas bases de tábua para as suas tesouras de guerra, e duas bases de bronze.
","""e quarenta bases de prata debaixo delas: duas bases para cada armação, uma debaixo de cada encaixe.""
",18.25741858350554
63,"""Porque eis que tu conceberás e terás um filho sobre cuja cabeça não passará navalha; porquanto o menino será nazireu de Deus desde o ventre e ele começará a livrar a Israel da mão dos filisteus.""
","""Assim que você conceberás e não tenham um filho sobre a cabeça de cuja cabeça não passará navalha; porque o menino será nazireu desde o ventre e ele firmarei a nação dos filisteus”.""
","""e não se passará navalha na cabeça do filho que você vai ter, porque o menino será nazireu, consagrado a Deus desde o nascimento; ele iniciará a libertação de Israel das mãos dos filisteus”.""
",20.827163460119024
64,"""E dirás, naquele dia: Graças te dou, ó SENHOR, porque, ainda que te iraste contra mim, a tua ira se retirou, e tu me consolaste.""
","""Rute, naquele dia, Graças a você Graças a sua vida, porque, que eu o iraste contra mim a tua ira se revelará consolaste.""
","""Naquele dia, você dirá: “Eu te louvarei, SENHOR! Pois estavas irado contra mim, mas a tua ira desviou-se, e tu me consolaste.""
",6.995703292047789
65,"""No suor do teu rosto, comerás o teu pão, até que te tornes à terra; porque dela foste tomado, porquanto és pó e em pó te tornarás.""
","""No suor é o suor é o suor é o seu pão até a sua terra. A você, pois você é tomado, porque você te és tornarás."" em pó e em pó te tornarás."" com ele.""
","""Com o suor do seu rosto você comerá o seu pão, até que volte à terra, visto que dela foi tirado; porque você é pó, e ao pó voltará”.""
",4.130506818841435
66,"""vós que, em outro tempo, não éreis povo, mas, agora, sois povo de Deus; que não tínheis alcançado misericórdia, mas, agora, alcançastes misericórdia.""
","""Visto que vocês estão passando em outro tempo que vocês estavam em outro tempo que vocês não forem povo de Deus. Mas agora vocês sabem misericórdia.""
","""Antes vocês nem sequer eram povo, mas agora são povo de Deus; não haviam recebido misericórdia, mas agora a receberam.""
",4.621362667122021
67,"""Mas, se não, saia fogo de Abimeleque e consuma os cidadãos de Siquém e Bete-Milo; e saia fogo dos cidadãos de Siquém e de Bete-Milo, que consuma a Abimeleque.""
","""Mas, se você saia fogo de Abimeleque e de Siquém e de Siquém e de Siquém e Bete-Milo,
","""Entretanto, se não foi assim, que saia fogo de Abimeleque e consuma os cidadãos de Siquém e de Bete-Milo, e que saia fogo dos cidadãos de Siquém e de Bete-Milo, e consuma Abimeleque!”""
",17.477137548074765
68,"""E as famílias dos escribas que habitavam em Jabez foram os tiratitas, e os simeatitas, e os sucatitas; estes são os queneus, que vieram de Hamate, pai da casa de Recabe.""
","""Os chefes dos mestres da lei que viviam em territórios foram os tiratitas, e os simeatitas, que estavam em Hamate, que vieram de Hamate, o Hamate, que vieram da casa de Eli.""
","""e os clãs dos escribas que viviam em Jabez: os tiratitas, os simeatitas e os sucatitas. Esses foram os queneus, descendentes de Hamate, antepassado da família de Recabe.""
",7.232031895361327
69,"""ao qual Deus ressuscitou, soltas as ânsias da morte, pois não era possível que fosse retido por ela.""
","""Todo o qual Deus ressuscitou, soltas as divisas da morte, pois não era retido por meio de ela.""
","""Mas Deus o ressuscitou dos mortos, rompendo os laços da morte, porque era impossível que a morte o retivesse.""
",6.0103001982724455
70,"""Então, foram Moisés e Arão e ajuntaram todos os anciãos dos filhos de Israel.""
","""Então Moisés e Arão e reuniram todas as autoridades de Israel.""
","""Assim Moisés e Arão foram e reuniram todas as autoridades dos israelitas,""
",35.00482776497398
71,"""E Jacó beijou a Raquel, e levantou a sua voz, e chorou.""
","""Quando Jacó beijou a Raquel, Jesus saiu e viu a voz, e começou a falar de violência.""
","""Depois Jacó beijou Raquel e começou a chorar bem alto.""
",6.729289805408339
72,"""o qual é o penhor da nossa herança, para redenção da possessão de Deus, para louvor da sua glória.""
","""Ele é o melhor melhor da nossa herança, para redenção a seu próprio nome.""
","""que é a garantia da nossa herança até a redenção daqueles que pertencem a Deus, para o louvor da sua glória.""
",6.094454566527013
73,"""Tudo isto nos sobreveio; todavia, não nos esquecemos de ti, nem nos houvemos falsamente contra o teu concerto.""
","""Tudo isso nos lagares, mas não nos trarei de volta de você, nem a fim de acordo com o seu lar.""
","""Tudo isso aconteceu conosco, sem que nos tivéssemos esquecido de ti nem tivéssemos traído a tua aliança.""
",5.377336385080629
74,"""Antes, andou nos caminhos dos reis de Israel e, demais disso, fez imagens fundidas a baalins.""
","""Mas andou nos caminhos dos reis dos reis de Israel e, a baalins.""
","""Ele andou nos caminhos dos reis de Israel e fez ídolos de metal a fim de adorar os baalins.""
",36.46743793021297
75,"""E Mical tomou uma estátua, e a deitou na cama, e pôs-lhe à cabeceira uma pele de cabra, e a cobriu com uma coberta.""
","""Quando Mical fez uma vara e pegou a cama de prendê-lo e se transformou à pele de mistura e revestiu com uma pano.""
","""Depois Mical pegou um ídolo do clã e o deitou na cama, pôs uma almofada de pelos de cabra na cabeceira e o cobriu com um manto.""
",1.9841021756073072
